concepto,descripcion,concept,source
aprendizaje automático supervisado,"En el aprendizaje automático, el aprendizaje supervisado (SL) es un paradigma donde un modelo está entrenado utilizando objetos de entrada",supervised machine learning,wikipedia.org
tensor,"En matemáticas, un tensor es un objeto algebraico que describe una relación multilineal entre conjuntos de objetos algebraicos relacionados con un espacio vectorial.",tensor,wikipedia.org
tensorflow,TensorFlow es una biblioteca de software para el aprendizaje automático y la inteligencia artificial.,tensorflow,wikipedia.org
prueba,"Prueba, un dominio de nivel superior reservado.",test,wikipedia.org
set de prueba,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",test set,wikipedia.org
análisis de series de tiempo,"En Matemáticas, una serie de tiempo es una serie de puntos de datos indexados (o enumerados o gráficos) en el orden de tiempo.",time series analysis,wikipedia.org
toxicidad,La toxicidad es el grado en que una sustancia química o una mezcla particular de sustancias puede dañar un organismo.,toxicity,wikipedia.org
set de entrenamiento,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",training set,wikipedia.org
transferir el aprendizaje,Transfer Learning (TL) es una técnica en el aprendizaje automático (ML) en la que el conocimiento aprendido de una tarea se reutiliza para aumentar el rendimiento en una tarea relacionada.,transfer learning,wikipedia.org
trigrama,"Los trigramas son un caso especial del N-gram, donde NIS 3.",trigram,wikipedia.org
poco fijado,"En el modelado matemático, el sobreajuste es ""la producción de un análisis que corresponde demasiado de cerca o exactamente a un conjunto particular de datos, y por lo tanto puede no encajar en datos adicionales o predecir observaciones futuras de manera confiable"".",underfitting,wikipedia.org
aprendizaje automático no supervisado,"El aprendizaje no supervisado es un marco en el aprendizaje automático en el que, en contraste con el aprendizaje supervisado, los algoritmos aprenden patrones exclusivamente de datos no etiquetados.",unsupervised machine learning,wikipedia.org
conjunto de validación,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",validation set,wikipedia.org
problema de gradiente de desaparición,"En el aprendizaje automático, el problema de gradiente de fuga es el problema de las magnitudes de gradiente muy divergentes entre las capas anteriores y posteriores que se encuentran al entrenar redes neuronales con backpropagation.",vanishing gradient problem,wikipedia.org
suma pesada,"Una función de peso es un dispositivo matemático utilizado al realizar una suma, integral o promedio para dar a algunos elementos más ""peso"" o influencia en el resultado que otros elementos en el mismo conjunto.",weighted sum,wikipedia.org
sabiduría de la multitud,"""Sabiduría de la multitud"" o ""Sabiduría de la mayoría"" expresa la noción de que la opinión colectiva de un grupo de individuos diverso e independiente (en lugar de un solo experto) produce el mejor juicio.",wisdom of the crowd,wikipedia.org
embedding de palabras,"En el procesamiento del lenguaje natural, una incrustación de palabras es una representación de una palabra.",word embedding,wikipedia.org
zero shot learning,"El aprendizaje de disparo cero (ZSL) es una configuración de problemas en el aprendizaje profundo donde, en el tiempo de prueba, un alumno observa muestras de clases que no se observaron durante la capacitación, y necesita predecir la clase a la que pertenecen.",zero shot learning,wikipedia.org
aprendizaje supervisado,"En el aprendizaje automático, el aprendizaje supervisado (SL) es un paradigma donde un modelo está entrenado utilizando objetos de entrada",supervised learning,wikipedia.org
aprendizaje no supervisado,"El aprendizaje no supervisado es un marco en el aprendizaje automático en el que, en contraste con el aprendizaje supervisado, los algoritmos aprenden patrones exclusivamente de datos no etiquetados.",unsupervised learning,wikipedia.org
aprendizaje por refuerzo,Reforcement Learning (RL) es un área de aprendizaje automático de aprendizaje automático y un control óptimo preocupado por cómo un agente anintelligente debe tomar medidas en un entorno dinámico para maximizar una señal de recompensa.,reinforcement learning,wikipedia.org
árboles de decisión,"Un árbol de decisión es una estructura de partición recursiva de apoyo a la decisión que utiliza un modelo de decisiones similar a un árbol y sus posibles consecuencias, incluidos los resultados del evento casual, los costos de recursos y la utilidad.",decision trees,wikipedia.org
backpropagation,"En el aprendizaje automático, Backpropagation es un método de estimación de gradiente comúnmente utilizado para capacitar a una red neuronal para calcular sus actualizaciones de parámetros.",backpropagation,wikipedia.org
ciencia de datos,"Data Science es un campo académico interdisciplinario que utiliza estadísticas, computación científica, métodos científicos, procesamiento, visualización científica, algoritmos y sistemas para extraer o extrapolar el conocimiento de datos potencialmente ruidosos, estructurados o no estructurados.",data science,wikipedia.org
computación en la nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según ISO.",cloud computing,wikipedia.org
conjunto de datos,Un conjunto de datos (o conjunto de datos) es una colección de datos.,data set,wikipedia.org
datos,"Los datos (/ ˈdeɪtə/ day-tə, nosotros también/ ˈdætə/ dat -ə) son una colección de valores discretos o continuos que transmiten información, que describen la cantidad, calidad, hecho, estadísticas, otras unidades básicas de significado, o simplemente secuencias de símbolos que pueden interpretarse más a fondo.",data,wikipedia.org
deep learning,"El aprendizaje profundo es un subconjunto de aprendizaje automático que se centra en utilizar redes neuronales para realizar tareas como clasificación, regresión y aprendizaje de representación.",deep learning,wikipedia.org
muesta estadistica,"Estadísticas (de alemán: Statistik, origen ""Descripción de un estado, un país"") es la disciplina que se refiere a la recopilación, organización, análisis, interpretación y presentación de datos.",statistics,wikipedia.org
estadística descriptiva,"Una estadística descriptiva (en el sentido del sustantivo del recuento) es una estadística resumida que describe o resume cuantitativamente las características de una recopilación de información, mientras que las estadísticas descriptivas (en el sentido del sustantivo masivo) es el proceso de usar y analizar esas estadísticas.",descriptive statistics,wikipedia.org
estadística inferencial,La inferencia estadística es el proceso de uso del análisis de datos para inferir las propiedades de una distribución de probabilidad subyacente.,inferential statistics,wikipedia.org
funcion de activacion,La función de activación de un nodo en una red neuronal artificial es una función que calcula la salida del nodo basado en las entradas individuales y sus pesos.,activation function,wikipedia.org
funcion de perdida,"En la optimización matemática y la teoría de la decisión, una función de pérdida o función de costo (a veces también llamada función de error) es una función que mapea un evento o valores de una o más variables en un número real que representa intuitivamente algún ""costo"" asociado con el evento.",loss function,wikipedia.org
gradiente,"En el cálculo vectorial, el gradiente de una función diferenciable de valor escalar f {DisplayStyle f} de varias variables es el campo vectorial (o función de valor vectorial) ∇f {DisplayStyle nabla f} cuyo valor en un punto p {displaystyle p} da la dirección y la velocidad de aumento más rápido.",gradient,wikipedia.org
hadoop,"Apache Hadoop ( /Həˈduːp /) es una colección de utilidades de software de código abierto para computación confiable, escalable y distribuida.",hadoop,wikipedia.org
hipotesis,Una hipótesis (PL: hipótesis) es una explicación propuesta para un fenómeno.,hypothesis,wikipedia.org
internet de las cosas,"Internet de las cosas (IoT) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas a través de Internet u otras redes de comunicación.",internet of things,wikipedia.org
java,Java [A] es una de las islas en Indonesia.,java,wikipedia.org
javascript,"JavaScript (/ ˈdʒvəskrɪpt/ ⓘ), a menudo abreviado como JS, es un lenguaje de programación y una tecnología central de la World Wide Web, junto con HTML y CSS.",javascript,wikipedia.org
keras,Keras es una biblioteca de código abierto que proporciona una Pythoninterface para redes neuronales artificiales.,keras,wikipedia.org
k means,"La agrupación de K-Means es un método de cuantización vectorial, originaria del procesamiento de señales, que tiene como objetivo dividir N observaciones en K clústeres en los que cada observación pertenece al clúster con la media más cercana (centros de clúster o centroide de clúster), que sirve como un prototipo del clúster.",k means,wikipedia.org
machine learning,"El aprendizaje automático (ML) es un campo de estudio en inteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sin instrucciones explícitas.",machine learning,wikipedia.org
modelo,"Un modelo es una representación aninformativa de un objeto, persona o sistema.",model,wikipedia.org
neurona,"Una neurona, neurona o célula nerviosa es una célula excitable que dispara señales eléctricas llamadas potenciales de acción en una red neuronal en el sistema nervioso.",neuron,wikipedia.org
open source,El código abierto es el código fuente que se pone gratuitamente para una posible modificación y redistribución.,open source,wikipedia.org
optimizacion,"La optimización matemática (alternativamente de la optimización deletreada) o la programación matemática es la selección de un mejor elemento, con respecto a algunos criterios, de algún conjunto de alternativas disponibles.",optimization,wikipedia.org
probabilidad,La probabilidad es una rama de las matemáticas y estadísticas sobre eventos y descripciones numéricas de la probabilidad de que ocurran.,probability,wikipedia.org
procesamiento de lenguaje natural,El procesamiento del lenguaje natural (PNL) es un subcampo de la informática y especialmente la inteligencia artificial.,natural language processing,wikipedia.org
sobreajuste,"En el modelado matemático, el sobreajuste es ""la producción de un análisis que corresponde demasiado de cerca o exactamente a un conjunto particular de datos, y por lo tanto puede no encajar en datos adicionales o predecir observaciones futuras de manera confiable"".",overfitting,wikipedia.org
tensor,"En matemáticas, un tensor es un objeto algebraico que describe una relación multilineal entre conjuntos de objetos algebraicos relacionados con un espacio vectorial.",tensor,wikipedia.org
tensorflow,TensorFlow es una biblioteca de software para el aprendizaje automático y la inteligencia artificial.,tensorflow,wikipedia.org
vision por computadora,"Las tareas de visión por computadora incluyen métodos para adquirir, procesar, analizar y comprender imágenes digitales, y la extracción de datos de alta dimensión del mundo real para producir información numérica o simbólica, e.",computer vision,wikipedia.org
científico de datos,"Data Science es un campo académico interdisciplinario que utiliza estadísticas, computación científica, métodos científicos, procesamiento, visualización científica, algoritmos y sistemas para extraer o extrapolar el conocimiento de datos potencialmente ruidosos, estructurados o no estructurados.",data scientist,wikipedia.org
industria 4.0,"""Cuarta revolución industrial"", ""4ir"" o ""Industria 4.",industry 4.0,wikipedia.org
fabricación aditiva,"La impresión 3D, o la fabricación aditiva, es la construcción de un objeto tridimensional a partir de un modelo CAD o un modelo 3D digital.",additive manufacturing,wikipedia.org
internet de las cosas,"Internet de las cosas (IoT) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas a través de Internet u otras redes de comunicación.",internet of things,wikipedia.org
realidad aumentada,La realidad aumentada (AR) es una experiencia interactiva que combina el contenido 3D del mundo real y generado por computadora.,augmented reality,wikipedia.org
analítica predictiva,"El análisis predictivo, o la IA predictiva, abarca una variedad de técnicas estadísticas de la minería de datos, el modelado predictivo y el aprendizaje automático que analizan los hechos actuales e históricos para hacer predicciones sobre eventos futuros o desconocidos de otra manera.",predictive analytics,wikipedia.org
deteccion de anomalias,"En el análisis de datos, la detección de anomalías (también denominada detección atípica y, a veces, como detección de novedad) generalmente se entiende como la identificación de elementos, eventos u observaciones raros que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",anomaly detection,wikipedia.org
key performance indicator,Un indicador de rendimiento o indicador de rendimiento clave (KPI) es un tipo de medición de rendimiento.,key performance indicator,wikipedia.org
microsegmentación,"En el marketing, un MicroseGment es una forma más avanzada de segmentación de mercado que agrupa a varios clientes de la empresa en segmentos específicos basados ​​en diversos factores, incluidas las predicciones de comportamiento.",microsegmentation,wikipedia.org
red neuronal convolucional,Una red neuronal convolucional (CNN) es un tipo regularizado de red neuronal de avance que aprende las características por sí misma a través de la optimización del filtro (o núcleo).,convolutional neural network,wikipedia.org
procesamiento de lenguaje natural,El procesamiento del lenguaje natural (PNL) es un subcampo de la informática y especialmente la inteligencia artificial.,natural language processing,wikipedia.org
data wrangling,"La disputa de datos, a veces denominada muning de datos, es el proceso de transformación y mapeo de datos de un formulario de datos ""sin procesar"" en otro formato con la intención de hacerlo más apropiado y valioso para una variedad de propósitos posteriores, como los análisis.",data wrangling,wikipedia.org
redes neuronales profundas,"El aprendizaje profundo es un subconjunto de aprendizaje automático que se centra en utilizar redes neuronales para realizar tareas como clasificación, regresión y aprendizaje de representación.",deep neural networks,wikipedia.org
test de turing,"La prueba de Turing, originalmente llamada juego de imitación por Alan Turing en 1949, es una prueba de la capacidad de una máquina para exhibir un comportamiento inteligente equivalente al de un humano.",turing test,wikipedia.org
conjunto de datos,Un conjunto de datos (o conjunto de datos) es una colección de datos.,data set,wikipedia.org
kmeans,"La agrupación de K-Means es un método de cuantización vectorial, originaria del procesamiento de señales, que tiene como objetivo dividir N observaciones en K clústeres en los que cada observación pertenece al clúster con la media más cercana (centros de clúster o centroide de clúster), que sirve como un prototipo del clúster.",kmeans,wikipedia.org
métrica,Una función que mide la distancia entre dos puntos en un espacio métrico.,metrics,wikipedia.org
regresión lineal,"En estadísticas, la regresión lineal es un modelo que estima la relación lineal entre una respuesta escalar (variable dependiente) y una o más variables explicativas (regresor o variable independiente).",linear regression,wikipedia.org
regresión logística,"En las estadísticas, el modelo logístico (o modelo logit) es un modelo estadístico que modela los log-Odds de un evento como una combinación lineal de una o más variables independientes.",logistic regression,wikipedia.org
variable,"El término variable es relevante para varios contextos, y es especialmente importante para las matemáticas y la informática.",variable,wikipedia.org
variable predictora,A variable is considered dependent if it depends on anindependent variable.,predictor variable,wikipedia.org
mantenimiento predictivo,Las técnicas de mantenimiento predictivo están diseñadas para ayudar a determinar la condición del equipo en servicio para estimar cuándo se debe realizar el mantenimiento.,predictive maintenance,wikipedia.org
computación en la nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según ISO.",cloud computing,wikipedia.org
infraestructura como servicio,"La infraestructura como servicio (IaaS) es un modelo de servicio de computación en la nube donde un proveedor de servicios en la nube proporciona recursos informáticos como almacenamiento, red, servidores y virtualización (que emula hardware de computadora).",infrastructure as a service,wikipedia.org
plataforma como servicio,"La plataforma como servicio (PAAS) o plataforma de aplicaciones como servicio (APAA) o servicio basado en la plataforma es un modelo de servicio de computación en la nube donde los usuarios provocan, instancian, ejecutan y administran un paquete modular de una plataforma de computación y aplicaciones, sin la complejidad de la complejidad de la construcción y el mantenimiento de la infraestructura asociada con el desarrollo y el desarrollo de aplicaciones (S) de desarrollo (S), y para permitir a los desarrolladores crear, desarrollar y empaquetar tales software Bundles.",platform as a service,wikipedia.org
software como servicio,El software como servicio (SaaS /Sæs /) es un modelo de servicio de computación en la nube donde el proveedor ofrece el uso del software de aplicación para un cliente y administra todos los recursos físicos y de software necesarios.,software as a service,wikipedia.org
bases de datos relacionales,"Una base de datos relacional (RDB) es una base de datos basada en el modelo relacional de datos, según lo propuesto por e.",relational databases,wikipedia.org
data center,"Un centro de datos es un edificio, un espacio dedicado dentro de un edificio o un grupo de edificios utilizados para albergar sistemas informáticos y componentes asociados, como los sistemas de telecomunicaciones y almacenamiento.",data center,wikipedia.org
software como servicio,El software como servicio (SaaS /Sæs /) es un modelo de servicio de computación en la nube donde el proveedor ofrece el uso del software de aplicación para un cliente y administra todos los recursos físicos y de software necesarios.,software as a service,wikipedia.org
plataforma como servicio,"La plataforma como servicio (PAAS) o plataforma de aplicaciones como servicio (APAA) o servicio basado en la plataforma es un modelo de servicio de computación en la nube donde los usuarios provocan, instancian, ejecutan y administran un paquete modular de una plataforma de computación y aplicaciones, sin la complejidad de la complejidad de la construcción y el mantenimiento de la infraestructura asociada con el desarrollo y el desarrollo de aplicaciones (S) de desarrollo (S), y para permitir a los desarrolladores crear, desarrollar y empaquetar tales software Bundles.",platform as a service,wikipedia.org
infraestructura como servicio,"La infraestructura como servicio (IaaS) es un modelo de servicio de computación en la nube donde un proveedor de servicios en la nube proporciona recursos informáticos como almacenamiento, red, servidores y virtualización (que emula hardware de computadora).",infrastructure as a service,wikipedia.org
virtualización,"En la computación, la virtualización (abreviada V12N) es una serie de tecnologías que permite dividir los recursos de computación física en una serie de máquinas virtuales, sistemas operativos, procesos o contenedores.",virtualization,wikipedia.org
microservicios,"En Ingeniería de Software, una arquitectura de microservicio es un patrón arquitectónico que organiza una aplicación en una colección de servicios libremente acoplados y de grano fino que se comunican a través de protocolos livianos.",microservices,wikipedia.org
control de versiones,"El control de versiones (también conocido como control de revisión, control de origen y gestión del código fuente) es la práctica de ingeniería de software de controlar, organizar y rastrear diferentes versiones en el historial de archivos de computadora; Principalmente archivos de texto del código fuente, pero generalmente cualquier tipo de archivo.",version control,wikipedia.org
blockchain,Un blockchainis un libro mayor distribuido con crecientes listas de registros (bloques) que están vinculados de forma segura a través de hashes criptográficos.,blockchain,wikipedia.org
dataset,Un conjunto de datos (o conjunto de datos) es una colección de datos.,dataset,wikipedia.org
histogramas,Un histograma es una representación visual de la distribución de datos cuantitativos.,histograms,wikipedia.org
media,"En lenguaje ordinario, un promedio es un número o valor único que mejor representa un conjunto de datos.",average,wikipedia.org
mediana,"La mediana de un conjunto de números es el valor que separa la mitad más alta de la mitad inferior de una muestra de datos, una población o una distribución de probabilidad.",median,wikipedia.org
varianza,"En la teoría y las estadísticas de la probabilidad, la varianza es el valor esperado de la desviación al cuadrado de la media de una variable aleatoria.",variance,wikipedia.org
desviación estándar,"En estadísticas, la desviación estándar es una medida de la cantidad de variación de los valores de una variable sobre su media.",standard deviation,wikipedia.org
correlación,"En estadísticas, la correlación o la dependencia es cualquier relación estadística, ya sea causal o no, entre dos variables aleatorias o datos bivariados.",correlation,wikipedia.org
probabilidad condicional,"En la teoría de la probabilidad, la probabilidad condicional es una medida de la probabilidad de que ocurra un evento, dado que ya se sabe que se ha producido otro evento (por supuesto, presunción, afirmación o evidencia).",conditional probability,wikipedia.org
independencia,"La independencia es una condición de una nación, país o estado, en la que los residentes y la población, o alguna parte de la misma, ejercen el autogobierno y, por lo general, la soberanía, sobre su territorio.",independence,wikipedia.org
distribución binomial,"En la teoría de la probabilidad y las estadísticas, la distribución binomial con los parámetros N y P es la distribución de probabilidad discreta del número de éxitos en una secuencia de experimentos NINDEPENDIENTES, cada uno de los cuales hace una pregunta sí-no, y cada una con su propio resultado booleano: éxito (con probabilidad P) o falla (con probabilidad Q = 1-P).",binomial distribution,wikipedia.org
teorema del límite central,"En la teoría de la probabilidad, el teorema del límite central (CLT) establece que, en condiciones apropiadas, la distribución de una versión normalizada de la media de la muestra converge a una distribución normal estándar.",central limit theorem,wikipedia.org
aprendizaje supervisado,"En el aprendizaje automático, el aprendizaje supervisado (SL) es un paradigma donde un modelo está entrenado utilizando objetos de entrada",supervised learning,wikipedia.org
aprendizaje no supervisado,"El aprendizaje no supervisado es un marco en el aprendizaje automático en el que, en contraste con el aprendizaje supervisado, los algoritmos aprenden patrones exclusivamente de datos no etiquetados.",unsupervised learning,wikipedia.org
aprendizaje por refuerzo,Reforcement Learning (RL) es un área de aprendizaje automático de aprendizaje automático y un control óptimo preocupado por cómo un agente anintelligente debe tomar medidas en un entorno dinámico para maximizar una señal de recompensa.,reinforcement learning,wikipedia.org
regresión lineal,"En estadísticas, la regresión lineal es un modelo que estima la relación lineal entre una respuesta escalar (variable dependiente) y una o más variables explicativas (regresor o variable independiente).",linear regression,wikipedia.org
regresión logística,"En las estadísticas, el modelo logístico (o modelo logit) es un modelo estadístico que modela los log-Odds de un evento como una combinación lineal de una o más variables independientes.",logistic regression,wikipedia.org
árboles de decisión,"Un árbol de decisión es una estructura de partición recursiva de apoyo a la decisión que utiliza un modelo de decisiones similar a un árbol y sus posibles consecuencias, incluidos los resultados del evento casual, los costos de recursos y la utilidad.",decision trees,wikipedia.org
support vector machines,"En el aprendizaje automático, las máquinas de vectores de soporte (SVMS, también de soporte de redes de vectores) se supervisan modelos máximos de margen con algoritmos de aprendizaje asociados que analizan datos para el análisis de clasificación y regresión.",support vector machines,wikipedia.org
random forest,"Bosques aleatorios o bosques de decisión aleatorios es un método de aprendizaje de conjunto para la clasificación, regresión y otras tareas que funciona creando una multitud de árboles de decisión durante la capacitación.",random forest,wikipedia.org
regresión lineal,"En estadísticas, la regresión lineal es un modelo que estima la relación lineal entre una respuesta escalar (variable dependiente) y una o más variables explicativas (regresor o variable independiente).",linear regression,wikipedia.org
redes neuronales,Una red neuronal es un grupo de unidades interconectadas llamadas neuronas que se envían señales entre sí.,neural networks,wikipedia.org
redes neuronales profundas,"El aprendizaje profundo es un subconjunto de aprendizaje automático que se centra en utilizar redes neuronales para realizar tareas como clasificación, regresión y aprendizaje de representación.",deep neural networks,wikipedia.org
neuroevolución,"Neuroevolution, o neuroevolución, es una forma de inteligencia artificial que utiliza algoritmos evolutivos para generar redes neuronales artificiales (ANN), parámetros y reglas.",neuroevolution,wikipedia.org
definición,"Una definición es una declaración del significado de un término (una palabra, frase u otro conjunto de símbolos).",definition,wikipedia.org
herramientas de desarrollo,"Una herramienta de programación o herramienta de desarrollo de software es un programa de computadora que se utiliza para desarrollar otro programa de computadora, generalmente ayudando al desarrollador a administrar archivos de computadora.",development tools,wikipedia.org
análisis de estadístico,La inferencia estadística es el proceso de uso del análisis de datos para inferir las propiedades de una distribución de probabilidad subyacente.,statistical analysis,wikipedia.org
segmentación de textos,"Segmentación de texto El proceso de dividir el texto escrito en unidades significativas, como palabras, oraciones o temas.",text segmentation,wikipedia.org
nubes de palabras,Una nube de etiquetas (también conocida como nube de palabras o una lista ponderada en diseño visual) es una representación visual de los datos de texto que a menudo se usa para representar metadatos de palabras clave en sitios web o para visualizar el texto de forma gratuita.,word clouds,wikipedia.org
análisis de sentimientos,"El análisis de sentimientos (también conocido como minería de opinión o emoción ai) es el uso del procesamiento del lenguaje natural, el análisis de texto, la lingüística computacional y la biometría para identificar, extraer, cuantificar y estudiar sistemáticamente estados afectivos e información subjetiva.",sentiment analysis,wikipedia.org
imagen,Animage es una representación visual.,image,wikipedia.org
stable diffusion,"Difusión estable Un modelo de aprendizaje profundo, texto a imagen lanzado en 2022 basado en técnicas de difusión.",stable diffusion,wikipedia.org
datos,"Los datos (/ ˈdeɪtə/ day-tə, nosotros también/ ˈdætə/ dat -ə) son una colección de valores discretos o continuos que transmiten información, que describen la cantidad, calidad, hecho, estadísticas, otras unidades básicas de significado, o simplemente secuencias de símbolos que pueden interpretarse más a fondo.",data,wikipedia.org
conocimiento,"El conocimiento es una conciencia de los hechos, una familiaridad con las personas y las situaciones, o una habilidad práctica.",knowledge,wikipedia.org
toma de decisiones,"En psicología, la toma de decisiones (también la toma de decisiones y la toma de decisiones) se considera el proceso cognitivo que resulta en la selección de una creencia o un curso de acción entre varias opciones alternativas posibles.",decision making,wikipedia.org
eficiencia operacional,"En un contexto comercial, la eficiencia operativa es una medición de la asignación de recursos y se puede definir como la relación entre un resultado obtenido del negocio y AnInput para administrar una operación comercial.",operational efficiency,wikipedia.org
velocidad,"En cinemática, la velocidad (comúnmente denominada V) de un objeto es la magnitud del cambio de su posición con el tiempo o la magnitud del cambio de su posición por unidad de tiempo; Por lo tanto, es una cantidad escalar no negativa.",speed,wikipedia.org
confidencialidad de los datos,La confidencialidad implica un conjunto de reglas o una promesa generalmente ejecutada a través de acuerdos de confidencialidad que limita el acceso o imponen restricciones a la distribución de ciertos tipos de información.,data confidentiality,wikipedia.org
data mart,Un Data Mart es un patrón de estructura/acceso específico para los entornos de almacén de datos.,data mart,wikipedia.org
procesamiento analítico en línea,"En computación, procesamiento analítico en línea o OLAP (/ˈoʊlæp/), es un enfoque para responder rápidamente las consultas analíticas multidimensionales (MDA).",online analytical processing,wikipedia.org
procesamiento de datos,El procesamiento de datos es la recopilación y manipulación de datos digitales para producir información significativa.,data processing,wikipedia.org
análisis de estadístico,La inferencia estadística es el proceso de uso del análisis de datos para inferir las propiedades de una distribución de probabilidad subyacente.,statistical analysis,wikipedia.org
analítica predictiva,"El análisis predictivo, o la IA predictiva, abarca una variedad de técnicas estadísticas de la minería de datos, el modelado predictivo y el aprendizaje automático que analizan los hechos actuales e históricos para hacer predicciones sobre eventos futuros o desconocidos de otra manera.",predictive analytics,wikipedia.org
analítica prescriptiva,"Prescriptive Analytics es una forma de análisis comercial que sugiere opciones de decisión sobre cómo aprovechar una oportunidad futura o mitigar un riesgo futuro, y muestra la implicación de cada opción de decisión.",prescriptive analytics,wikipedia.org
servicios en la nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según ISO.",cloud services,wikipedia.org
software como servicio,El software como servicio (SaaS /Sæs /) es un modelo de servicio de computación en la nube donde el proveedor ofrece el uso del software de aplicación para un cliente y administra todos los recursos físicos y de software necesarios.,software as a service,wikipedia.org
plataforma como servicio,"La plataforma como servicio (PAAS) o plataforma de aplicaciones como servicio (APAA) o servicio basado en la plataforma es un modelo de servicio de computación en la nube donde los usuarios provocan, instancian, ejecutan y administran un paquete modular de una plataforma de computación y aplicaciones, sin la complejidad de la complejidad de la construcción y el mantenimiento de la infraestructura asociada con el desarrollo y el desarrollo de aplicaciones (S) de desarrollo (S), y para permitir a los desarrolladores crear, desarrollar y empaquetar tales software Bundles.",platform as a service,wikipedia.org
infraestructura como servicio,"La infraestructura como servicio (IaaS) es un modelo de servicio de computación en la nube donde un proveedor de servicios en la nube proporciona recursos informáticos como almacenamiento, red, servidores y virtualización (que emula hardware de computadora).",infrastructure as a service,wikipedia.org
hadoop,"Apache Hadoop ( /Həˈduːp /) es una colección de utilidades de software de código abierto para computación confiable, escalable y distribuida.",hadoop,wikipedia.org
hadoop distributed file system,"Apache Hadoop ( /Həˈduːp /) es una colección de utilidades de software de código abierto para computación confiable, escalable y distribuida.",hadoop distributed file system,wikipedia.org
apache spark,Apache Spark es un motor de análisis unificado de código abierto para el procesamiento de datos a gran escala.,apache spark,wikipedia.org
deportes,El deporte es una forma de actividad física o juego.,sports,wikipedia.org
política,La política es un sistema deliberado de pautas para guiar las decisiones y lograr resultados racionales.,policy,wikipedia.org
censo,"Un censo (de los censores latinos, 'evaluar') es el procedimiento de adquirir, registrar y calcular sistemáticamente la información de la población sobre los miembros de una población determinada, generalmente se muestra en forma de estadísticas.",census,wikipedia.org
ciclo,"Ciclo, ciclos o cíclicos pueden referirse a:",cycle,wikipedia.org
coeficiente de confianza,"En estadísticas, un intervalo de confianza (IC) es una herramienta para estimar un parámetro, como la media de una población.",confidence coefficient,wikipedia.org
combinaciones,"En matemáticas, una combinación de una selección de elementos de un conjunto que tiene miembros distintos, de modo que el orden de selección no importa (a diferencia de las permutaciones).",combinations,wikipedia.org
correlograma,"En el análisis de datos, un correlograma es un gráfico de estadísticas de correlación.",correlogram,wikipedia.org
covarianza,"En la teoría y las estadísticas de la probabilidad, la covarianza es una medida de la variabilidad conjunta de dos variables aleatorias.",covariance,wikipedia.org
cuartil,"En las estadísticas, los cuartiles son un tipo de cuantiles que dividen el número de puntos de datos en cuatro partes, o cuartos de tamaño más o menos o menos.",quartile,wikipedia.org
cuestionario,Un cuestionario es un instrumento de investigación que consiste en un conjunto de preguntas (u otros tipos de indicaciones) con el fin de recopilar información de los encuestados a través de encuestas o estudio estadístico.,questionnaire,wikipedia.org
curva de lorenz,"En economía, la curva de Lorenz es una representación gráfica de la distribución de ingresos o de riqueza.",lorenz curve,wikipedia.org
curva normal,"I(μ,σ)=(1/σ2002/σ2) {mathcal {i}}(mu ,sigma )={begin{pmatrix}1/sigma ^{2}&00&2/sigma ^{2}end{pmatrix}}}.",normal curve,wikipedia.org
dato cuantitativo,La investigación cuantitativa es una estrategia de investigación que se centra en cuantificar la recopilación y el análisis de los datos.,quantitative data,wikipedia.org
datos de panel,"In statistics and econometrics, panel data and longitudinal data are both multi-dimensional data involving measurements over time.",panel data,wikipedia.org
decil,"En estadísticas descriptivas, un decile es cualquiera de los nueve valores que dividen los datos ordenados en diez partes iguales, de modo que cada parte representa 1/10 de la muestra o población.",decile,wikipedia.org
diagrama,Un diagrama es una representación simbólica de la información utilizando técnicas de visualización.,diagram,wikipedia.org
diagrama de barras,Un gráfico de barras o gráfico de barras es un gráfico o gráfico que presenta datos categóricos con barras rectangulares con alturas o longitudes proporcionales a los valores que representan.,bar diagram,wikipedia.org
diagrama de flujo,El diagrama de flujo es un diagrama que representa un flujo o conjunto de relaciones dinámicas en un sistema.,flow diagram,wikipedia.org
