concepto,descripcion,source,num_tokens
uno frente a todos,"El aprendizaje por refuerzo o aprendizaje reforzado (eninglés: reinforcement learning) es un área del aprendizaje automático (aa) inspirada en la psicología conductista, cuya ocupación es determinar qué acciones debe escoger un agente de software en un entorno dado con el fin de maximizar alguna noción de ""recompensa"" o premio acumulado.",Wiki_SerpAPI,59
en línea,"En la informática, el aprendizaje automático en línea es un método de aprendizaje automático en el que los datos están disponibles en un orden secuencial y se utiliza para actualizar el mejor predictor para datos futuros en cada paso, en oposición a las técnicas de aprendizaje por lotes que generan el mejor predictor aprendiendo en todo el conjunto de datos de capacitación a la vez.",Wiki_SerpAPI,68
inferencia en línea,La inferencia estadística es el proceso de uso del análisis de datos para inferir las propiedades de una distribución de probabilidad subyacente.,Wiki_SerpAPI,23
optax,Google jax，是google开发的用于变换数值函数的python机器学习框架。它结合了修改版本的autograd（自动通过函数的微分获得其梯度函数），和tensorflow的xla（加速线性代数）。它被设计为尽可能的遵从numpy的结构和工作流程，并协同工作于各种现存的框架如tensorflow和pytorch。.,Wiki_SerpAPI,4
sesgo de homogeneidad de los demás,"El aprendizaje federado (también conocido como aprendizaje colaborativo) es una técnica de aprendizaje automático en un entorno donde múltiples entidades (a menudo llamadas clientes) capacitan en colaboración un modelo mientras mantienen sus datos descentralizados, en lugar de almacenarse centralmente.",Wiki_SerpAPI,45
detección de valores atípicos,"En el análisis de datos, la detección de anomalías (también denominada detección atípica y, a veces, como detección de novedad) generalmente se entiende como la identificación de elementos, eventos u observaciones raros que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",Wiki_SerpAPI,61
los valores atípicos,"En el análisis de datos, la detección de anomalías [también denominada detección de valores atípicos (eninglés: outlier detection)] y, en ocasiones, detección de rarezas suele entenderse como la identificación de elementos, sucesos u observaciones poco frecuentes que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",Wiki_SerpAPI,68
evaluación fuera del modelo,"Aprendizaje de clasificación o aprendizaje automático de clasificación (mlr, por sus siglas eninglés) es la aplicación de aprendizaje automático, típicamente supervisado, semisupervisado o aprendizaje reforzado en la construcción de modelos de clasificación para sistemas de recuperación de información.",Wiki_SerpAPI,44
capa de salida,Dropout es una técnica de regularización para reducir el sobreajuste en redes neuronales artificiales.,Wiki_SerpAPI,15
datos empaquetados,Random forest é un metaalgoritmo de aprendizaxe automática (machine learning) deseñado como unha modificación substancial da idea de empaquetado (bagging) que constrúe unha gran colección de árbores sen correlación para posteriormente calcular a súa media.,Wiki_SerpAPI,40
ajuste eficiente de parámetros,"En el aprendizaje automático, la optimización o la ajuste del hiperparameter es el problema de elegir un conjunto de hiperparámetros óptimos para un algoritmo de aprendizaje.",Wiki_SerpAPI,28
servidor de parámetros,El aprendizaje federado (también llamado aprendizaje colaborativo) es una técnica deaprendizaje automático que entrena un algoritmo através de una arquitectura descentralizada formada por múltiples dispositivos los cuales contienen sus propios datos locales y privados.,Wiki_SerpAPI,37
actualización de parámetros,"En el aprendizaje automático, un hiperparámetro es un parámetro que se puede establecer para definir cualquier parte configurable del proceso de aprendizaje de un modelo.",Wiki_SerpAPI,27
estrategia de partición,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que puedan aprender de los datos y hacer predicciones sobre ellos.",Wiki_SerpAPI,28
pax,"Paxata es una compañía de software de propiedad privada con sede en redwood city, california.",Wiki_SerpAPI,17
importancias de las variables de permutación,Shap es una librería para realizar inteligencia artificial explicable (xai por sus siglas ininglés explainable artificial intelligence).,Wiki_SerpAPI,20
pjit,"El vocabulario chino-japonesa, también conocido como kango.",Wiki_SerpAPI,9
plm,"Patientslikeme (plm) es una plataforma integrada de la comunidad, la gestión de la salud y los datos del mundo real.",Wiki_SerpAPI,24
agrupación,El análisis o la agrupación de clúster es la tarea de agrupar un conjunto de objetos de tal manera que los objetos en el mismo grupo (llamado clúster) son más similares (en algún sentido específico definido por el analista) entre sí que a los de los de otros grupos (clústeres).,Wiki_SerpAPI,57
codificación posicional,"Un transformador es un modelo de aprendizaje profundo que usa el mecanismo de autoatención, en el que se le da un peso diferente a cada parte de la entrada.",Wiki_SerpAPI,31
clase positiva,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",Wiki_SerpAPI,30
posprocesamiento,Unity software inc.,Wiki_SerpAPI,4
modelo después del entrenamiento,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que puedan aprender de los datos y hacer predicciones sobre ellos.",Wiki_SerpAPI,28
auc de pr,El área parcial bajo la curva roc (pauc) es una métrica para el rendimiento del clasificador binario.,Wiki_SerpAPI,20
curva de precisión-recuperación,"En reconocimiento de patrones, recuperación de información, detección de objetos y clasificación (aprendizaje automático), precisión y retiro son métricas de rendimiento que se aplican a los datos recuperados de una colección, corpus o espacio de muestra.",Wiki_SerpAPI,43
sesgo de predicción,"En estadística y aprendizaje automático, el dilema entre sesgo y varianza describe la relación entre la complejidad de un modelo, la exactitud de sus predicciones y su capacidad para realizar predicciones sobre datos no observados previamente que no se utilizaron para entrenar el modelo.",Wiki_SerpAPI,47
paridad predictiva,"En aprendizaje automático, un algoritmo es justo, o tiene equidad si sus resultados sonindependientes de un cierto conjunto de variables que consideramos sensibles y no relacionadas con él",Wiki_SerpAPI,30
paridad de tarifas predictiva,La equidad en el aprendizaje automático (ml) se refiere a los diversos intentos para corregir el sesgo algorítmico en los procesos de decisión automatizados basados en modelos ml.,Wiki_SerpAPI,31
procesamiento previo,El procesamiento del lenguaje natural (pnl) es un subcampo de la informática y especialmente la inteligencia artificial.,Wiki_SerpAPI,20
modelo previamente entrenado,"En el aprendizaje profundo, el ajuste fino es un enfoque para transferir el aprendizaje en el que los pesos de un modelo previamente entrenado se entrenan en datos nuevos.",Wiki_SerpAPI,31
entrenamiento previo,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",Wiki_SerpAPI,26
creencia previa,La inferencia bayesiana es un tipo de inferencia estadística en la que las evidencias u observaciones se emplean para actualizar o inferir la probabilidad de que una hipótesis pueda ser cierta.,Wiki_SerpAPI,32
aprendizaje basado en indicaciones,El aprendizaje federado (también llamado aprendizaje colaborativo) es una técnica deaprendizaje automático que entrena un algoritmo através de una arquitectura descentralizada formada por múltiples dispositivos los cuales contienen sus propios datos locales y privados.,Wiki_SerpAPI,37
diseño de instrucciones,El diseño instruccional tiene una amplia historia en el campo de la educación formal e informal.,Wiki_SerpAPI,17
proxy,"En estadísticas y aprendizaje automático, la fuga (también conocida como fuga de datos o fuga de objetivos) es el uso de información en el proceso de capacitación del modelo que no se espera que esté disponible en el momento de la predicción, lo que hace que las puntuaciones predictivas (métricas) sobreestimen la utilidad del modelo cuando se ejecute en un entorno de producción.",Wiki_SerpAPI,70
etiquetas de proxy,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
aprendizaje q,"Q-learning es un algoritmo de aprendizaje de refuerzo que capacita a un agente para asignar valores a sus posibles acciones basadas en su estado actual, sin requerir un modelo del entorno (sin modelo).",Wiki_SerpAPI,37
agrupamiento en cuantiles,"En estadísticas y probabilidad, los cuantiles son puntos de corte que dividen el rango de una distribución de probabilidad enintervalos continuos conigualdad de probabilidades, o dividen las observaciones de una muestra de la misma manera.",Wiki_SerpAPI,38
cuantificación,La cuantización vectorial (vq) es una técnica de cuantización clásica del procesamiento de señales que permite el modelado de funciones de densidad de probabilidad mediante la distribución de vectores prototipos.,Wiki_SerpAPI,33
rag,La generación de recuperación aumentada (rag) es una técnica que otorga capacidades generativas de la información de la recuperación de información de modelos de inteligencia artificial.,Wiki_SerpAPI,29
política aleatoria,"El aprendizaje por refuerzo o aprendizaje reforzado (eninglés: reinforcement learning) es un área del aprendizaje automático (aa) inspirada en la psicología conductista, cuya ocupación es determinar qué acciones debe escoger un agente de software en un entorno dado con el fin de maximizar alguna noción de ""recompensa"" o premio acumulado.",Wiki_SerpAPI,59
rango,"En el aprendizaje profundo, el ajuste fino es un enfoque para transferir el aprendizaje en el que los parámetros de un modelo de red neuronal previamente capacitado están capacitados en nuevos datos.",Wiki_SerpAPI,34
rango,"En el aprendizaje profundo, el ajuste fino es un enfoque para transferir el aprendizaje en el que los parámetros de un modelo de red neuronal previamente capacitado están capacitados en nuevos datos.",Wiki_SerpAPI,34
texto de referencia,"Minería de texto, minería de datos de texto (tdm) o análisis de texto es el proceso de derivar información de alta calidad del texto.",Wiki_SerpAPI,28
tasa de regularización,"En matemáticas, estadísticas, finanzas y ciencias de la computación, particularmente en el aprendizaje automático y los problemas inversos, la regularización es un proceso que convierte la respuesta de un problema a uno más simple.",Wiki_SerpAPI,39
relu,"En el contexto de las redes neuronales artificiales, el rectificador o la función de activación relu (rectificada de la unidad lineal) es una función de activación definida como la parte no negativa de su argumento, es decir, la función de rampa:.",Wiki_SerpAPI,48
búfer de reproducción,"En programación, programación de expresión de genes (peg) es un algoritmo evolutivo que crea programas o modelos.",Wiki_SerpAPI,21
de cloud sql,"Google cloud platform (gcp) es un conjunto de servicios de computación en la nube ofrecidos por google que proporciona una serie de servicios modulares en la nube que incluyeninformática, almacenamiento de datos, análisis de datos y aprendizaje automático, junto con un conjunto de herramientas de gestión.",Wiki_SerpAPI,52
sesgo de reporte,"El sesgo algorítmico describe errores sistemáticos y repetibles en un sistema informático que crean resultados ""injustos"", como ""privilegiar"" una categoría sobre otra de manera diferente de la función prevista del algoritmo.",Wiki_SerpAPI,37
reclasificación,"En aprendizaje automático y estadística, la clasificación estadística es el problema de identificar a cuál de un conjunto de categorías (subpoblaciones) pertenece una nueva observación, sobre la base de un conjunto de datos de formación que contiene observaciones (o instancias) cuya categoría de miembros es conocida.",Wiki_SerpAPI,53
retorno,"En estadísticas, la regresión hacia la media es el fenómeno en el que si una muestra de una variable aleatoria es extrema, la siguiente muestra de la misma variable aleatoria es probable que esté más cerca de su media.",Wiki_SerpAPI,42
una recompensa,"El aprendizaje por refuerzo o aprendizaje reforzado (eninglés: reinforcement learning) es un área del aprendizaje automático (aa) inspirada en la psicología conductista, cuya ocupación es determinar qué acciones debe escoger un agente de software en un entorno dado con el fin de maximizar alguna noción de ""recompensa"" o premio acumulado.",Wiki_SerpAPI,59
regularización de cresta,La regresión ridge (también llamada regresión cresta) es un método de estimación de los coeficientes de modelos de regresión múltiple en escenarios en los que las variables independientes están muy correlacionadas.,Wiki_SerpAPI,34
rnn,"Las redes neuronales recurrentes (rnn) son una clase de redes neuronales artificiales diseñadas para procesar datos secuenciales, como texto, voz y series de tiempo, donde el orden de los elementos es importante.",Wiki_SerpAPI,38
indicaciones de roles,Kunstmatige intelligentie (ai) is toegepast om problemenin verschillende industrieën en de academische wereld op te lossen.,Wiki_SerpAPI,19
raíz cuadrada del error cuadrático medio,La desviación cuadrada media de la raíz (rmsd) o el error cuadrado medio de la raíz (rmse) es una de las dos medidas estrechamente relacionadas y utilizadas frecuentemente de las diferencias entre los valores verdaderos o predichos por un lado y los valores observados o un estimador en el otro.,Wiki_SerpAPI,55
r al cuadrado,"En estadísticas, el coeficiente de determinación, denotado r2 o r2 y pronunciado ""r cuadrado"", es la proporción de la variación en la variable dependiente que es predecible de las variables independientes (s).",Wiki_SerpAPI,40
modelo guardado,"En el aprendizaje automático, la destilación de conocimiento o la destilación del modelo es el proceso de transferencia de conocimiento de un modelo grande a uno más pequeño.",Wiki_SerpAPI,30
escalar,"En el análisis numérico, hill climbing es una técnica de optimización matemática que pertenece a la familia de la búsqueda local.",Wiki_SerpAPI,23
escalamiento,"En el aprendizaje automático, una ley de escala neural es una ley de escala empírica que describe cómo el rendimiento de la red neuronal cambia a medida que los factores clave se escalan hacia arriba o hacia abajo.",Wiki_SerpAPI,40
autoatención,La atención es un método de aprendizaje automático que determina la importancia relativa de cada componente en una secuencia en relación con los otros componentes en esa secuencia.,Wiki_SerpAPI,29
autoentrenamiento,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
atributo sensible,La escala de características es un método utilizado para normalizar el rango de variables o características independientes de los datos.,Wiki_SerpAPI,21
análisis de opiniones,"El análisis de sentimientos (también conocido como minería de opinión o emoción ai) es el uso del procesamiento del lenguaje natural, el análisis de texto, la lingüística computacional y la biometría para identificar, extraer, cuantificar y estudiar sistemáticamente estados afectivos e información subjetiva.",Wiki_SerpAPI,50
modelo de secuencia,"Un transformador es un modelo de aprendizaje profundo que usa el mecanismo de autoatención, en el que se le da un peso diferente a cada parte de la entrada.",Wiki_SerpAPI,31
tarea de secuencia a secuencia,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
fragmento,"El aprendizaje automático en bioinformática es la aplicación de algoritmos de aprendizaje automático a la bioinformática, incluidas la genómica, la proteómica, las microarrays, la biología de sistemas, la evolución y la minería de texto.",Wiki_SerpAPI,40
contracción,"En estadística y aprendizaje automático, el dilema entre sesgo y varianza describe la relación entre la complejidad de un modelo, la exactitud de sus predicciones y su capacidad para realizar predicciones sobre datos no observados previamente que no se utilizaron para entrenar el modelo.",Wiki_SerpAPI,47
un solo programa y varios datos,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
invariancia de tamaño,"En estadística matemática, la información de fisher (a veces llamada simplemente información) es una forma de medir la cantidad de información que una variable aleatoria observable x contiene sobre un parámetro desconocido θ de una distribución que modela x.",Wiki_SerpAPI,42
esbozo,"La royal spanish academy (español: la academia real española [reˈal akaˈðemja espaˈɲola], generalmente abreviada como rae) es la institución real oficial de españa con la misión de garantizar la estabilidad del idioma español.",Wiki_SerpAPI,40
ajuste de indicaciones suaves,La ingeniería de instrucción (prompt engineering) es el proceso de estructurar un texto que puede ser interpretado y comprendido mediante un modelo de inteligencia artificial generativa.,Wiki_SerpAPI,29
atributo disperso,"En el aprendizaje automático (aa), el método hash, (por analogía con el método del kernel ), también conocido como atributos hash, es una forma rápida y eficiente en el espacio de vectorizar atributos, es decir, convertir atributos arbitrarios en ííndices en un vector o matriz.",Wiki_SerpAPI,55
representación dispersa,"El aprendizaje por diccionarios dispersos (también conocido como codificación dispersa o sdl) es un método de aprendizaje de representaciones cuyo objetivo es encontrar una representación dispersa de los datos de entrada en forma de combinación lineal de elementos básicos, así como de los propios elementos básicos.",Wiki_SerpAPI,50
vector disperso,"El aprendizaje por diccionarios dispersos (también conocido como codificación dispersa o sdl) es un método de aprendizaje de representaciones cuyo objetivo es encontrar una representación dispersa de los datos de entrada en forma de combinación lineal de elementos básicos, así como de los propios elementos básicos.",Wiki_SerpAPI,50
pérdida de bisagra al cuadrado,"En el aprendizaje automático, la pérdida de bisagra es una función de pérdida utilizada para los clasificadores de entrenamiento.",Wiki_SerpAPI,21
pérdida al cuadrado,"En estadística y aprendizaje automático, el dilema entre sesgo y varianza describe la relación entre la complejidad de un modelo, la exactitud de sus predicciones y su capacidad para realizar predicciones sobre datos no observados previamente que no se utilizaron para entrenar el modelo.",Wiki_SerpAPI,47
entrenamiento por etapas,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que puedan aprender de los datos y hacer predicciones sobre ellos.",Wiki_SerpAPI,28
función de valor de estado-acción,"Estado-acción-recompensa-estado-acción (sarsa) es un algoritmo para el aprendizaje de una política de proceso de decisión de markov, utilizado en el área de aprendizaje de refuerzo del aprendizaje automático.",Wiki_SerpAPI,32
inferencia estática,"La filosofía de la inteligencia artificial es una rama de la filosofía de la tecnología que explora la inteligencia artificial y sus implicaciones para el conocimiento y la comprensión de la inteligencia, la ética, la conciencia, la epistemología y el libre albedrío.",Wiki_SerpAPI,46
paso,Nanohub.,Wiki_SerpAPI,2
atributo sintético,"En el aprendizaje automático y el reconocimiento de patrones, una característica es una propiedad individual medible o característica de un conjunto de datos.",Wiki_SerpAPI,25
t5,T5 (transformador de transferencia de texto a texto) es una serie de modelos de idiomas grandes desarrollados por google ai introducidos en 2019.,Wiki_SerpAPI,26
t5x,T5 (transformador de transferencia de texto a texto) es una serie de modelos de idiomas grandes desarrollados por google ai introducidos en 2019.,Wiki_SerpAPI,26
aprendizaje q tabular,"Q-learning es un algoritmo de aprendizaje de refuerzo que capacita a un agente para asignar valores a sus posibles acciones basadas en su estado actual, sin requerir un modelo del entorno (sin modelo).",Wiki_SerpAPI,37
red de destino,"En el aprendizaje automático, una red neuronal artificial (abreviada ann o nn) es un modelo dentro de los llamados sistemas conexionistas, inspirado en la estructura y función de las redes neuronales biológicas en los cerebros animales.",Wiki_SerpAPI,41
tarea,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
datos temporales,"En estadísticas y aprendizaje automático, la fuga (también conocida como fuga de datos o fuga de objetivos) es el uso de información en el proceso de capacitación del modelo que no se espera que esté disponible en el momento de la predicción, lo que hace que las puntuaciones predictivas (métricas) sobreestimen la utilidad del modelo cuando se ejecute en un entorno de producción.",Wiki_SerpAPI,70
tensorboard,Tensorflow es una biblioteca de software para el aprendizaje automático y la inteligencia artificial.,Wiki_SerpAPI,15
tensorflow playground,Tensorflow es una biblioteca de software para el aprendizaje automático y la inteligencia artificial.,Wiki_SerpAPI,15
tensorflow serving,Tensorflow es una biblioteca de software para el aprendizaje automático y la inteligencia artificial.,Wiki_SerpAPI,15
forma del tensor,"En matemáticas, un tensor es un objeto algebraico que describe una relación multilineal entre conjuntos de objetos algebraicos relacionados con un espacio vectorial.",Wiki_SerpAPI,25
tamaño del tensor,"Una unidad de procesamiento tensorial o tpu (del inglés tensor processing unit) es un circuito integrado de aplicación específica y acelerador de ia (asic, ai accelerator application-specific integrated circuit) desarrollado por google para el aprendizaje automático con redes neuronales artificiales y más específicamente optimizado para usar tensorflow, la biblioteca de código abierto para aprendizaje automático.",Wiki_SerpAPI,62
tensorstore,"En el aprendizaje automático, el término tensor se refiere informalmente a dos conceptos diferentes (i) una forma de organizar datos y (ii) una transformación multilineal (tensor).",Wiki_SerpAPI,34
condición de rescisión,"Una alianza público-privada, colaboración público-privada (españa), asociación público-privada, asociación público-privado (colombia, ecuador, el salvador, guatemala, nicaragua y panamá) o iniciativa público-privada (escrito frecuentemente con guion y a veces sin él) es un acuerdo entre al menos un actor del sector público y al menos un actor del sector privado para la construcción/rehabilitación de un activo físico o prestación de un servicio público.",Wiki_SerpAPI,78
pérdida de prueba,"En estadísticas y aprendizaje automático, la fuga (también conocida como fuga de datos o fuga de objetivos) es el uso de información en el proceso de capacitación del modelo que no se espera que esté disponible en el momento de la predicción, lo que hace que las puntuaciones predictivas (métricas) sobreestimen la utilidad del modelo cuando se ejecute en un entorno de producción.",Wiki_SerpAPI,70
intervalo de texto,"En el análisis de regresión, un modelo de predictor de intervalo (ipm) es un enfoque de regresión donde se obtienen límites en la función a ser aproximados.",Wiki_SerpAPI,31
tf.example,Tensorflow es una biblioteca de software para el aprendizaje automático y la inteligencia artificial.,Wiki_SerpAPI,15
tf.keras,Keras es una biblioteca de código abierto que proporciona una interfaz de python para redes neuronales artificiales.,Wiki_SerpAPI,18
umbral,"Una red de hopfield (o memoria asociativa) es una forma de red neuronal recurrente, o un sistema de vidrio de spinning, que puede servir como una memoria de contenido.",Wiki_SerpAPI,34
paso de tiempo,"La memoria larga a corto plazo, (eninglés, long short-term memory o lstm) es una arquitectura de red neuronal recurrente (rnn) desarrollada para abordar el problema de desvanecimiento de gradiente, que afecta la capacidad de las rnn tradicionales para aprender dependencias a largo plazo en secuencias de datos.",Wiki_SerpAPI,55
token,La atención es un método de aprendizaje automático que determina la importancia relativa de cada componente en una secuencia en relación con los otros componentes en esa secuencia.,Wiki_SerpAPI,29
precisión top-k,"Una curva característica de operación del receptor, o curva roc, es una gráfica gráfica que ilustra el rendimiento de un modelo de clasificador binario (también se puede usar para la clasificación de clase múltiple) con valores de umbral variables.",Wiki_SerpAPI,44
tpu,"La unidad de procesamiento tensor (tpu) es un circuito integrado específico de aplicación de acelerador de ia (asic) desarrollado por google para el aprendizaje automático de redes neuronales, utilizando el software tensorflow propio de google.",Wiki_SerpAPI,41
chip de tpu,"La unidad de procesamiento tensor (tpu) es un circuito integrado específico de aplicación de acelerador de ia (asic) desarrollado por google para el aprendizaje automático de redes neuronales, utilizando el software tensorflow propio de google.",Wiki_SerpAPI,41
dispositivo de tpu,"Una unidad de procesamiento tensorial o tpu (del inglés tensor processing unit) es un circuito integrado de aplicación específica y acelerador de ia (asic, ai accelerator application-specific integrated circuit) desarrollado por google para el aprendizaje automático con redes neuronales artificiales y más específicamente optimizado para usar tensorflow, la biblioteca de código abierto para aprendizaje automático.",Wiki_SerpAPI,62
tpu principal,"La unidad de procesamiento tensor (tpu) es un circuito integrado específico de aplicación de acelerador de ia (asic) desarrollado por google para el aprendizaje automático de redes neuronales, utilizando el software tensorflow propio de google.",Wiki_SerpAPI,41
nodo tpu,"En el aprendizaje automático, una red neuronal artificial (abreviada ann o nn) es un modelo dentro de los llamados sistemas conexionistas, inspirado en la estructura y función de las redes neuronales biológicas en los cerebros animales.",Wiki_SerpAPI,41
pod de tpu,"La unidad de procesamiento tensor (tpu) es un circuito integrado específico de aplicación de acelerador de ia (asic) desarrollado por google para el aprendizaje automático de redes neuronales, utilizando el software tensorflow propio de google.",Wiki_SerpAPI,41
recurso de tpu,El software 2.,Wiki_SerpAPI,4
porción de tpu,Bert é un modelo de linguaxe bidireccional introducido en outubro de 2018 por investigadores de google.,Wiki_SerpAPI,17
tipo de tpu,"Una unidad de procesamiento tensorial o tpu (del inglés tensor processing unit) es un circuito integrado de aplicación específica y acelerador de ia (asic, ai accelerator application-specific integrated circuit) desarrollado por google para el aprendizaje automático con redes neuronales artificiales y más específicamente optimizado para usar tensorflow, la biblioteca de código abierto para aprendizaje automático.",Wiki_SerpAPI,62
trabajador de tpu,"En el aprendizaje automático, una red neuronal artificial (abreviada ann o nn) es un modelo dentro de los llamados sistemas conexionistas, inspirado en la estructura y función de las redes neuronales biológicas en los cerebros animales.",Wiki_SerpAPI,41
pérdida de entrenamiento,No confundir con hiperparámetro (bayesiano).,Wiki_SerpAPI,8
sesgo del entrenamiento y la entrega,El sesgo algorítmico ocurre cuando un sistema informático refleja los valores de los humanos que estánimplicados en la codificación y recolección de datos usados para entrenar el algoritmo.,Wiki_SerpAPI,29
subajuste,"En el modelado matemático, el sobreajuste es ""la producción de un análisis que corresponde demasiado de cerca o exactamente a un conjunto particular de datos, y por lo tanto puede no encajar en datos adicionales o predecir observaciones futuras de manera confiable"".",Wiki_SerpAPI,47
modelo de lenguaje unidireccional,"Analítica de aprendizaje (también conocida con su equivalente enidioma inglés learning analytics) es la medición, recopilación, análisis e informe de datos sobre los alumnos y sus contextos, con el fin de comprender y optimizar el aprendizaje y los entornos en los que se produce.",Wiki_SerpAPI,50
ejemplo sin etiqueta,El aprendizaje activo es un caso especial de aprendizaje automático en el que un algoritmo de aprendizaje puede interactuar de manera interactiva con un usuario (u otra fuente de información) para etiquetar nuevos puntos de datos con las salidas deseadas.,Wiki_SerpAPI,43
modelado del aumento,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
incremento de ponderación,"En estadística y aprendizaje automático, los métodos por conjuntos utilizan múltiples algoritmos de aprendizaje para obtener un rendimiento predictivo mejor que el que podría obtenerse con cualquiera de los algoritmos de aprendizaje constituyentes por sí solos.",Wiki_SerpAPI,38
matriz de usuarios,"En el aprendizaje automático, las máquinas kernel son una clase de algoritmos para el análisis de patrones, cuyo miembro más conocido es la máquina de vectores de soporte (svm).",Wiki_SerpAPI,34
validación,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",Wiki_SerpAPI,26
pérdida de validación,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",Wiki_SerpAPI,26
asignación de valores,"El aprendizaje por refuerzo o aprendizaje reforzado (eninglés: reinforcement learning) es un área del aprendizaje automático (aa) inspirada en la psicología conductista, cuya ocupación es determinar qué acciones debe escoger un agente de software en un entorno dado con el fin de maximizar alguna noción de ""recompensa"" o premio acumulado.",Wiki_SerpAPI,59
problema de gradiente que desaparece,"En aprendizaje de máquinas, el problema de desvanecimiento de gradiente es una dificultad encontrada para entrenar redes neuronales artificiales mediante métodos de aprendizaje basados en descenso estocástico de gradientes y de retropropagación.",Wiki_SerpAPI,34
importancias de las variables,"En aprendizaje de máquina y estadística, selección de característica, también conocida como selección de variable, selección de atributo o selección de subconjunto variable, es el proceso de seleccionar un subconjunto de características pertinentes (variables, predictores) para su uso en construcción de modelos.",Wiki_SerpAPI,50
codificador automático variacional,"En el aprendizaje automático, un autoencoder variacional (vae) es una arquitectura de red neuronal artificial introducida por diederik p.",Wiki_SerpAPI,22
pérdida de wasserstein,"El dragado de datos (también conocido como espionaje de datos o p-hacking) es el uso indebido del análisis de datos para encontrar patrones en los datos que puedan presentarse como estadísticamente significativos, aumentando y subestimando así dramáticamente el riesgo de información falsa positiva.",Wiki_SerpAPI,47
mínimos cuadrados ponderados alternos,"Este plan de aprendizaje universitario consiste en una introducción a la matemática discreta y a sus aplicaciones, incluyendo además unas breves pinceladas sobre algunos métodos numéricos.",Wiki_SerpAPI,28
modelo amplio,"En estadística y aprendizaje automático, los métodos por conjuntos utilizan múltiples algoritmos de aprendizaje para obtener un rendimiento predictivo mejor que el que podría obtenerse con cualquiera de los algoritmos de aprendizaje constituyentes por sí solos.",Wiki_SerpAPI,38
incorporación de palabras,Bert é un modelo de linguaxe bidireccional introducido en outubro de 2018 por investigadores de google.,Wiki_SerpAPI,17
xla,Xla (álgebra lineal acelerada) es un compilador de código abierto para el aprendizaje automático desarrollado por el proyecto openxla.,Wiki_SerpAPI,22
aprendizaje sin ejemplos,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
instrucción sin ejemplos,La ingeniería de instrucción (prompt engineering) es el proceso de estructurar un texto que puede ser interpretado y comprendido mediante un modelo de inteligencia artificial generativa.,Wiki_SerpAPI,29
normalización de la puntuación z,"En el análisis de datos, la detección de anomalías [también denominada detección de valores atípicos (eninglés: outlier detection)] y, en ocasiones, detección de rarezas suele entenderse como la identificación de elementos, sucesos u observaciones poco frecuentes que se desvían significativamente de la mayoría de los datos y no se ajustan a una noción bien definida de comportamiento normal.",Wiki_SerpAPI,68
