concepto,descripcion,concept,source,num_tokens
herramientas de análisis interactivas,Dremel y apache taladro de google son las plataformas de grandes volúmenes de datos en base a un análisis interactivo [2].,interactive analysis tools,book3,24
plataformas y software para tratamiento de big data,"Se presentan tecnologías de software libre permitiendo así la generación de soluciones de big data tomando en cuenta aquellas necesidades que se presentan en un dominio de datos u organización, existen de igual forma tecnologías propietarias que soportan big data [14].   en nuestro entorno actual ya existen diferentes herramientas, la existencia de software que tiene como tarea el uso de la tecnología big data, la cual llamamos software de tratamiento, encargados de los grandes almacenes de datos, es entonces cuando se puede decir que mapreduce es la base de la programación de los diferentes herramientas y software.",platforms and software for big data treatment,book3,107
hadoop,"La herramienta hadoop es un entorno de desarrollo que permite almacenar, procesar y analizar grandes cantidades de datos, también definida como una librería de apache denominado framewor k. fue creada con el propósito de responder a las necesidades de implementación de big data.",hadoop,book3,46
hadoop tolerancia a fallos,"La tolerancia a fallos sucede c uando uno de los nodos falla , este no afecta al sistema y continúa funcionando. el trabajo que realiza es la detección de fallo y a s u vez tiene la capacidad de adaptarse a este teniendo como objetivo continuar con el servicio mientras se soluciona el problema del fallo reasignando el nodo maestro a otro, es decir se redistribuyen los trabajos.",hadoop failure tolerance,book3,71
hadoop distribuido,"Es el funcionamiento coordinado en un clúster mientras se ejecuta, es decir, puede trabajar los datos con gran rapidez, procesando de manera inmediata las enormes cantidades de tipos de datos [16]. es un clúster de ordenad ores que se encuentran conectados entre ellos de forma coordinada, permitiendo que el usuario no se preocupe por decidir en qué ordenador se ejecutar án, debido a que el clúster se encarga de las tareas de manera planificada y controlada por software [15].",distributed hadoop,book3,90
hadoop código abierto,"Hadoop open source tiene la ventaja que se encuentra disponible como código abierto permitiendo así crear modificaciones, utiliza modelos sencillos de programación. también es conocido como open source siendo un software de libre distribución, esta característica ha tenido ma yor índice de crecimiento y esto ha logrado no solo que este código llegue a muchos usuarios si no también que la calidad sea mucho mejor que otros que no son de código abierto.",open source hadoop,book3,77
hadoop bajo costo,"Con la ventaja de que el código abierto es gratuito y el empleo en el hardware se da para el almacenamiento de las grandes cantidades de datos. al ser un software de código abierto que habilita el procesamiento distribuido y el almacenamiento de grandes conjuntos de datos, hadoop tiene la capacidad de aumentar la escala de un solo servidor a miles de servidores, siento esta una manera de adaptación a los cambios en base a la demanda [13].",hadoop low cost,book3,84
hadoop distributed file system,"Hadoop distributed file system conocido también por sus siglas hdfs el cual tiene la tarea de funcionar como un sistema de archivos que se encarga de recopilar toda la información posible, definiéndolo como un sistema de archivos distribuido, capaz de ser escalable y portátil, escrito en java para el framework hadoop. este framework permite distribuir los archivos a diversas máquinas y es por eso que podemos decir que hdfs se aplica cuando la cantidad de datos es demasiada para una sola máquina [7].",hadoop distributed file system,book3,90
componentes que caracteriza a hdfs,"Hdfs se caracteriza por ser el más complejo que otros sistemas de archivos, debido a las complejidades e incertidumbres de las redes, se conforma por un clúster y se divide en dos tipos de nodos:",components that characterize hdfs,book3,38
nodo maestro,Se replican en múltiplos para facilitar el procesamiento en paralelo de grandes cantidades de datos.,master node,book3,16
nodo de datos,"Este actúa como nodo esclavo y almacena los archivos en bloques, el tamaño de bloque por defecto de los cuales es de 64 mb [7].  hdfs se encuentra sostenido por tres componentes en su estructura que a continuación se describirá en la siguiente imagen:",data node,book3,50
mapa reducido,"Mapa reducido es hoy en día el principal modelo de programación y aplicación asociada para el procesamiento y la generación de grandes conjuntos de datos [4]. el paradigma mapreduce es un modelo de programación que permite el procesamiento de grandes volúmenes de datos en forma paralela, facilitando el manejo tolerable de errores en la manipulación de datos masivos lo que a su vez también permite de la forma más sencilla que diferentes procesos trabajen simultáneamente e interactúen entre sí y tiene la capacidad de dividir una petición por parte de un cliente en otros muchas partes y encargar el trabajo a múltiples nodos que funcionan en paralelo.",reduced map,book3,112
map,"Como su nombre lo indica es quien se encarga básicamente del mapeo de la información que entra, operando en un único bloque de hdfs ejecutándose siempre que le sea permitido que se almacen e el bloque, minimizando el tráfico generado por la red.",map,book3,46
reduce,"Se encarga de revisar que la información que se recibe sea procesada, misma que se mapea en primera instancia, es decir, se encarga de recolectar las respuestas de las subtareas en cada uno de los subnodos, combinando y agrupando así la respuesta final.  estas fases tienen una etapa interna que permite la complementación para el funcionamiento y se le conoce como ""shuffle and sort"", encargada de realizar un ordenamiento por clave de aquellos resultados que se emiten al mapear.",reduce,book3,89
apache spark,"Tiene un propósito general y se encarga del procesamiento de programación de datos distribuidos es un framework diseñado para ser rápido. si bien como su nombre lo indica forma parte de los proyectos apache, el cual se sabe que trabaja bajo la licencia de open source.",apache spark,book3,49
componentes de spark,"Se ha dado a conocer en big data gracias a su rendimiento y su gran variedad de librerías, por lo cual se ha caracterizado como una de las plataformas más reconocida, siendo prácticamente un todo en uno.",spark components,book3,40
spark core,"Parte central de spark, conformado por el conjunto de librerías. este se encarga de gestionar las funciones, es decir, del hecho de programar las tareas.",spark core,book3,30
spark sql,"Está ubicado en la parte superior de la parte central de spark. en este módulo se procesan los datos que se encuentran estructurados y semiestructurados, introducidos por los datos llamados rdd o dataframes.",spark sql,book3,36
spark streaming,Es el procesamiento de los datos en tiempo real debido a la velocidad de la programación de la parte central de spark.,spark streaming,book3,23
spark mlib,"Está compuesto por el módulo de librerías, demasiado completa que en ella se contienen gran cantidad de algoritmos machine learnig, este framework de aprend izaje rápido permite hacerlo práctico y escalable.",spark mlib,book3,34
apache hbase,Es una base de datos no relacional distribuida. es un proyecto de código abierto que se construye en la parte superior de hdfs.,apache hbase,book3,25
marketing y ventas,"Las aplicaciones de big data en las empresas hablando particularmente en el área de marketing y con ayuda del análisis de correlación, big data permite predecir con una mayor precisión la manera en que sus consumidores se comportan, las técnicas util izadas para ello son la minería de datos, el aprendizaje automático y el procesamiento de lenguaje natural; permite a los departamentos de marketing segmentar a los clientes de acuerdo con sus preferencias [9].  como ejemplo se puede mencionar a spotify el cual ofrece servicio de música, podcast y videos digitales en streaming, permitiendo tener acceso a millones de canciones y del contenido de los artistas.",marketing and sales,book3,117
seguridad,"Todo aquel dispositivo que se encuentre conectado o almacenado en la red son vulnerables a los ataques. big data se encarga del acceso a los datos, la organización y elegir los datos de más valor entregándolos y procesándolos.",security,book3,41
deportes,"Tal vez surge la pregunta de cómo se relaciona big data con los deportes, es simple, existen aplicaciones que permiten definir las estrategias que se utilizaran en cada partido, prevenir futuras lesiones de los jugadores y así como también se puede llegar a conocer las preferencias de los aficionados.  la nfl es un ejemplo que emplean aplicaciones con ayuda de una plataforma, tiene una base de datos con gran cantidad de datos que manejan para la toma de decisiones, en el deporte americano la mentalidad permite adquirir",sports,book3,94
política,"Big data ha beneficiado a la comunicación política a través de la protección del comportamiento electoral, extracción, gu stos, preferencias, intereses de la audiencia con la finalidad de realizar programas políticos que satisfagan las necesidades, organización de campañas electorales, así como también la interacción de partidos políticos y la población que vota [21].",policy,book3,62
salud,"El big data es útil en esta área para gestionar de manera más administrada y eficiente todo lo relacionado con la salud, específicam ente en el campo de la medicina, el gran volumen de datos como los historiales médicos, las predicciones de los reingresos al hospital, las imágenes médicas, los datos de ensayos clínicos, así como el material genético. de manera exponencial han crecido.",health,book3,72
amplitud de un intervalo,"Conocido también como amplitud de clase, es la diferencia entre los dos extremos de un intervalo.",amplitude of an interval,book4,18
bondad de ajuste,Es un indicador que permite discernir acerca de qué tan buena es la ecuación obtenida.  para determinar la bondad de un ajuste se utilizan diferentes criterios en la regresión lineal.,adjustment goodness,book4,33
boxplot,(ver diagrama de caja).,boxploot,book4,7
cartogramas,Es un tipo de gráfico mediante el cual se muestra datos estadísticos sobre una base geográfica como mapas.,cartograms,book4,19
censo,Es una investigación estadística que consiste en el recuento de la totalidad de los elementos que componen la población por investigar. es necesario que se especifique el espacio y el tiempo al que se refiere el recuento.,census,book4,39
ciclo,(ver variaciones o fluctuaciones cíclicas).,cycle,book4,8
clase mediana,"En una tabla de datos agrupados, es la clase o intervalo al que pertenece el valor de la mediana.",medium class,book4,21
clase modal,"En una tabla de datos agrupados, es la clase o intervalo que tiene la mayor frecuencia.",modal class,book4,18
coeficiente de confianza,Se representa por (1-  ) y es la probabilidad de que la hipótesis nula ho no sea rechazada cuando de hecho es verdadera y debería ser aceptada.,confidence coefficient,book4,30
coeficiente de contingencia chi cuadrado,- es un número que mide el grado de asociación o dependencia de las clasificaciones en una tabla de contingencia (h x k).,chi square contingency coefficient,book4,26
coeficiente de curtosis,Es una medida de forma (ver curtosis).,kurtosis coefficient,book4,10
coeficiente de gini,(ver índice de concentración de gini).,gini coefficient,book4,9
combinaciones,"Consiste en tomar diferentes agrupaciones de r elementos de un total de n objetos sin importar el orden, y el número de combinaciones se obtiene mediante la siguiente fórmula",combinations,book4,30
componentes de una serie temporal,- los datos de un fenómeno se representan ordenados en el tiempo (ver series temporales) según el enfoque clásico una serie es el resultado de cuatro componente,time series components,book4,29
conglomerado,"Es una subpoblación que reúne características presentes en la población. los elementos que la componen poseen cierta característica que les hace ser propios de cierta cualidad o atributo, tal como lugar geográfico, grupo étnico, ideología, organización social, etc.",conglomerate,book4,44
correlograma,"Es un gráfico que permite apreciar las autocorrelaciones r 1 , r 2 ,. .",correlogram,book4,16
covarianza,Es una medida de la asociación lineal entre dos variables.,covariance,book4,11
cuartil,"Es una medida de posición no central o de localización. los cuartiles son los tres valores que dividen la distribución en cuatro partes iguales, es decir",quartile,book4,28
cuasivarianza,Es un valor que se obtiene de manera similar a la varianza pero dividiendo entre n-1 en lugar de n. la cuasivarianza cuantifica la dispersión o variabilidad de la muestra.,quasi variance,book4,31
cuestionario,Es el instrumento más utilizado para recolectar datos.,questionnaire,book4,9
curtosis,Es una medida de forma.  también se conoce como medida de apuntamiento mide si los valores de la distribución están más o menos concentrados alrededor de los valores medios de la muestra.,kurtosis,book4,35
curva de lorenz,"Es una gráfica de concentración acumulada de la distribución de la riqueza.  para elaborar una curva de lorenz, se anotan los porcentajes acumulados del ingreso contra los porcentajes acumulados de las familias clasificadas, de las de ingresos más bajos a las de ingresos más altos.",lorenz curve,book4,50
curva normal,"También denominada curva o campana de gauss, en honor al matemático alemán karl friedrich gauss.",normal curve,book4,17
dato,"Conocido también como información, es el valor de la variable asociada a un elemento de una población o una muestra.",fact,book4,22
dato cualitativo,"Es aquel que representa alguna característica de los elementos de una muestra o una población que presentan, atributos, actitudes o son opiniones.",qualitative fact,book4,25
dato cuantitativo,Es aquel dato numérico que representa aspectos de una muestra o una población que es medible o que se puede contar. (ver variable cualitativa).,quantitative data,book4,28
datos de panel,"Son aquellos datos que son una combinación de series de tiempo y datos de sección cruzada o corte transversal que se obtienen sobre un mismo conjunto de unidades de análisis (individuos, familias o empresas) en distintos periodos de tiempo. datos de sección cruzada o de corte transversal.",panel data,book4,52
decil,"Es una medida de localización o posición no central.  los deciles son los nueve puntos que dividen la distribución en diez puntos de forma tal que dentro de cada una, están incluidos el 10% de los datos.",decile,book4,41
deflactar,Es transformar valores expresados en precios corrientes (valor nominal) a valores en precios constantes (valor real).,deflature,book4,21
diagrama,"Es un dibujo o representación gráfica que sirve para representar un objeto, indicar la relación entre elementos o mostrar el valor de una magnitud.",diagram,book4,26
diagrama de barras,Es un gráfico utilizado para representar la distribución de frecuencias de una variable cualitativa y cuantitativa discreta.,bar diagram,book4,18
diagrama de cajas,Conocido también como boxplot.,box diagram,book4,5
diagrama de flujo,Es una representación gráfica de los pasos en un proceso.,flow diagram,book4,11
diagrama de pareto,"Es una forma especial de gráfico de barras verticales donde se organizan diversas clasificaciones de datos por orden descendente, de izquierda a derecha, por medio de barras sencillas después de haber reunido los datos para calificar las causas.",pareto chart,book4,41
diagrama de sectores,Es un gráfico utilizado para representar la distribución de frecuencias relativas de una variable cualitativa.,sector diagram,book4,16
diagrama en escalera,Es un gráfico utilizado para representar la distribución de frecuencias acumuladas de una variable discreta numérica.,staircase diagram,book4,17
encuesta,Es un método de recolección de datos.  es llevada a cabo generalmente a través de algún cuestionario que puede o no ser diligenciado por el encuestado y/o encuestador.,survey,book4,33
entrevista,"Es un método de recolección de datos. consiste en una serie de preguntas realizadas por el entrevistador, personalmente, a cada uno de los entrevistados.",interview,book4,28
error de muestreo,"Conocido también como error muestral, es la diferencia que existe entre el valor real (parámetro) obtenido con los valores de la población y el valor estimado en base a los valores de una muestra (estimación).",sampling error,book4,41
error tipo ii,"En la teoría de decisiones, es el error que se comete al aceptar la hipótesis nula h 0 cuando es falsa.",type ii error,book4,23
espacio muestral,"Es el conjunto de todos los resultados posibles de un experimento aleatorio. cada experimento aleatorio tiene definido su espacio muestral (es decir, un conjunto con todas las soluciones posibles).",sample space,book4,34
estacionaria,"Es la serie de datos cuyas propiedades estadísticas básicas como la media y la varianza permanecen constantes en el tiempo, es decir cuando la serie no presenta crecimiento o declinación es estacionaria.",stationary,book4,34
estimador,Es un estadístico empleado para estimar un parámetro.,estimator,book4,9
estimador insesgado,Es un tipo de estimador que posee la propiedad de que el promedio de las estimaciones efectuadas a partir de todas las muestras posibles de un determinado tamaño es igual al valor verdadero o valor poblacional. estratificación.,insisted estimator,book4,39
estrato,Es una subpoblación o parte de una población que reúne características comunes que le hacen ser homogénea.,stratum,book4,18
exactitud,Es la cercanía de una medición al verdadero valor que se pretende medir.,accuracy,book4,14
experimento,Es un método de investigación mediante el cual se determina la incidencia de variables independientes sobre la variable dependiente.,experiment,book4,20
experimento aleatorio,"Es cualquier acto que implique la observación de los valores de una variable aleatoria.  es aquel que puede dar lugar a varios resultados, sin que pueda ser previsible enunciar con certeza cuál de éstos va a ser observado en la realización del experimento.",random experiment,book4,47
frecuencia absoluta,Es el número de veces que la variable asume un valor dado o pertenece a una clase dada. se representa simbólicamente por n i .,absolute frequency,book4,26
frecuencia absoluta acumulada,Es el número de observaciones hasta (inclusive) un valor dado de una variable numérica. se representa por n i .,accumulated absolute frequency,book4,23
frecuencia condicional,"En una distribución conjunta, son las frecuencias de una de las variables estando fijo un valor de la otra variable.",conditional frequency,book4,22
frecuencia conjunta,"Es un número n ij que representa la ocurrencia de dos variables (x, y) en los elementos de población o de la muestra. (ver distribución bidimensional)",joint frequency,book4,33
frecuencia marginal,"En una distribución conjunta, son las frecuencias de cada una de las variables sin tener en cuenta el valor de la (s) otra (s).",marginal frequency,book4,30
frecuencia relativa,Es un valor que se obtiene como el cociente de la frecuencia absoluta (n i ) sobre el tamaño de la muestra (n). simbólicamente se representa por hi.,relative frequency,book4,33
frecuencia relativa acumulada,Es una cantidad que se obtiene como el cociente de la frecuencia absoluta acumulada (n i ) sobre el tamaño de la muestra (n).  simbólicamente se representa por h i .,accumulated relative frequency,book4,36
fuentes de datos,"Medios de donde procede la información. los datos pueden reunirse de diferentes fuentes de información ya existentes o pueden obtenerse mediante censos, encuestas y estudios experimentales para conseguir nuevos datos.",data sources,book4,33
fuente primaria,"Es aquella en la que los datos estadísticos se obtienen a partir de un relevamiento propio, como por ejemplo a partir de una encuesta.",primary source,book4,26
fuente secundaria,"Es aquella persona o institución que proporciona datos estadísticos, es decir los datos se obtienen a partir de un relevamiento de otros recopiladores.",secondary source,book4,25
grados de libertad,"En estadística grados de libertad de un estadístico calculado en base a «n» datos, se refiere al número de cantidades independientes que se necesitan en su cálculo, menos el número de restricciones que ligan a las observaciones y el estadístico.",degrees of freedom,book4,45
histograma,"Gráfico utilizado para representar la distribución de frecuencias de una variable continua.  describe el comportamiento de un conjunto de datos en cuanto a su tendencia central, forma y dispersión.",histogram,book4,33
índice,"Es la relación expresada en porcentaje entre el precio, cantidad o valor de un bien y servicio o conjunto de bienes y servicios, en un período",index,book4,28
índice de cantidad,Es un número que refleja la variación en las cantidades de un producto o un conjunto de productos en dos momentos en el tiempo,quantity index,book4,24
índice de precios,"Es un número que refleja el cambio en el precio de un bien, servicio o conjunto de bienes y servicios en un período de tiempo, en relación con el precio en un período de referencia (período base). 
í",price index,book4,44
índice de valor,Es un número que expresa la variación en el valor de un conjunto de productos en dos momentos en el tiempo o el espacio,value index,book4,24
índice agregativo,Es aquel que expresa la variación de un conjunto de artículos agregados.,aggregative index,book4,13
índice de precios de laspeyres,"Describe la variación de precios de una canasta de bienes y servicios elegidos en un año base, que permanece inalterable durante los períodos sucesivos",laspeyres price index,book4,25
índice de precios de paasche,Es un número que describe la relación exitente entre el precio actual de un grupo de bienes y servicios y el precio de dichos bienes y servicios en el año base.,paasche price index,book4,32
índice ideal de fisher,"Es un índice de precios que se obtiene como la media geométrica de los números índices de laspeyres y de paasche. el índice ideal de fisher satisface los criterios de inversión temporal y de inversión de factores, lo que le confiere una cierta ventaja teórica sobre otros números índice.",fisher's ideal index,book4,52
índice de carli,Es un índice agregado simple.,carli index,book4,6
índice de masculinidad,"Es un número que relaciona el número de hombres por cada 100 mujeres, expresado como porcentaje.",masculinity index,book4,18
intervalo de clase,Es el conjunto de datos cuantitativos comprendido entre dos valores. generalmente se ubican en la primera columna en una tabla de distribución de frecuencias.,class interval,book4,26
intervalo de confianza,"Conocido también como límites de confianza.  es un rango de valores en el cual se encontraría el valor del parámetro, con una probabilidad determinada.",confidence interval,book4,28
mite inferior,Es el menor valor de un intervalo de clase. lí,lower mite,book4,11
mite superior,"Es el mayor valor de un intervalo de clase. 
m",upper mite,book4,12
marca de clase,Es la denominación que se le da al punto medio de un intervalo en una tabla de frecuencias de datos agrupados.,class brand,book4,22
marco muestral,Es la totalidad de unidades de muestreo de la que se selecciona una muestra.,sample framework,book4,15
mediana,Es unamedida de tendencia central.,median,book4,6
medidas de forma,Permiten conocer que forma tiene la curva que representa la serie de datos.,form measures,book4,14
moda,"Es una medida de tendencia central es el valor de la variable que tiene mayor frecuencia absoluta, la que más se repite es la única medida de centralización que tiene sentido estudiar en una variable cualitativa, pues no precisa la realización de ningún cálculo.",mode,book4,47
muestra,"Es un subconjunto representantivo de la población a partir del cual se pretende realizar inferencias respecto a la población de donde procede.  los elementos seleccionados con cierta técnica reúne ciertas características que la hacen ser representativa, significativa y confiable y que en base a ella se pueden hacer inferencias respecto a la población.",sample,book4,57
muestreo,Es un conjunto de métodos y procedimientos estadísticos destinados a la selección de una o mas muestras es la técnica seguida para elegir muestras.  el objetivo principal de un diseño de muestreo es proporcionar procedimientos para la selección de muestras que sean representativas de la población en estudio.,sampling,book4,51
muestreo aletorio simple,También llamado irrestrictamente aleatorio.,simple alest sampling,book4,5
muestreo estratificado aleatorio,"Es un método de muestreo que se aplica cuando se divide la población en grupos, llamados estratos, donde los datos son más homogéneos pero un estrato frente al otro muy distintos.  para extraer la muestra aleatoria se aplica el muestreo aleatorio simple a cada estrato y el tamaño es la suma de los tamaños de todos los estratos.",random stratified sampling,book4,63
muestreo por conglomerados,Es un método de muestreo en el cual la población está en grupos debido a la organización administrativa u otro (conglomerados).,conglomerate sampling,book4,24
ojiva,Es un gráfico acumulativo de frecuencias o frecuencias relativas. existen las ojivas mayor que y menor que.,ogive,book4,19
permutaciones,Son las distintas disposiciones de los elementos en que se pueden ordenar los objetos.,permutations,book4,15
percentil,Es el valor que resulta de dividir el conjunto de datos en 100 partes iguales. cada parte representa al 1% del total,percentile,book4,23
periodo de referencia de una encuesta,Es el lapso o espacio de tiempo durante el cual se levanta la información de la encuesta y la referencia cronológica respecto a la cual es válida la información inherente a ella.,reference period of a survey,book4,33
pictogramas,"Son gráficos vistosos, similares a los gráficos de barras, pero empleando un dibujo alusivo al tema que representa, en una determinada escala para expresar la unidad de medida de los datos.",pictograms,book4,35
probabilidad,Es un número que se le asigna a un suceso como una medida de su incertidumbre.,probability,book4,17
promedio ponderado,Es un número conocido también como media aritmética ponderada.,weighted average,book4,10
punto muestral,El conjunto de todos los resultados posibles de un experimento aleatorio se le denomina espacio muestral. un punto de este conjunto es un punto muestral.,sample point,book4,27
quintil,Es un fractil se obtienen dividiendo al conjunto de datos en cinco partes iguales cada parte representa el 20% del total. se pueden calcular 4 quintiles.,quintile,book4,28
rango,"Conocido también como recorrido, es un número que mide la amplitud de los valores de un conjunto de datos y se calcula por diferencia entre el valor mayor y el valor menor.  lo notaremos comor.",range,book4,39
redondeo,Es el procedimiento para expresar un número de acuerdo a una precisión establecida.,rounding,book4,14
series temporales,Conocida también como serie cronológica. es la sucesión de observaciones cuantitativas ordenadas en el tiempo de un fenómeno.,temporary series,book4,20
sesgo,Se denomina así a la asimetría que presenta una distribución de frecuencias. puede ser sesgo negativo o a la izquierda y sesgo positivo o a la derecha.,bias,book4,29
suceso cierto,Se conoce también como suceso seguro.  es aquel suceso que siempre se realiza.,true event,book4,16
suceso imposible,Es aquel suceso que no se realiza nunca.  se designa por un ø.,impossible event,book4,16
sucesos compuestos,"Se llama sucesos compuestos, a los sucesos formados por dos o más puntos muestrales; es decir, por más de un resultado del experimento.",compound events,book4,27
sucesos contrarios,"Dado un suceso cualquiera a del espacio de sucesos s, se llama suceso contrario del suceso a a un suceso que se realiza cuando no se realiza a, y recíprocamente.",opposite events,book4,33
sucesos elementales,"Conocido también como sucesos aleatorios, son los sucesos formados por un solo punto muestral; es decir, por un solo resultado del experimento aleatorio.",elementary events,book4,27
tabla de contingencia,Es una tabla de doble entrada.  se representa genéricamente como (x i ; y j ; n ij ).,contingency table,book4,26
tabla de datos agrupados,"Es un arreglo matricial que contiene el número de veces (frecuencia) que aparece un dato, de acuerdo a las clases de interés especificadas (puede ser intervalos). (ver distribución unidimensional)",grouped data table,book4,37
tasa,"Es la relación del número de casos, frecuencias o eventos de una categoría entre el número total de observaciones, multiplicada por un múltiplo de 10, generalmente 100 ó 1000",rate,book4,32
tasa bruta de mortalidad,"Es un número que expresa la frecuencia de muertes en una población en un período de tiempo, por lo general un año calendario.",gross mortality rate,book4,25
tasa de masculinidad,Es un número que expresa la proporción de varones en la población total o en una parte de ella.,masculinity rate,book4,20
tasa de mortalidad infantil,"Es un número que expresa la mortalidad de niños menores de un año y se obtiene dividiendo las defunciones infantiles (menores de un año) ocurridas en un año calendario entre el número de nacidos vivos ocurridos en el transcurso del mismo año, multiplicado por mil.",infant mortality rate,book4,49
unidad de muestreo,Es la unidad estadística que se selecciona para constituir la muestra.,sampling unit,book4,12
variable,Es una característica de la población o de la muestra cuya medida puede cambiar de valor.  se representa simbólicamente mediante las letras del alfabeto.,variable,book4,27
variable aleatoria,Conocida también como variable estocástica o probabilística. es la característica considerada en un experimento aleatorio cuyo valor de ocurrencia sólo puede saberse con exactitud una vez observado.,random variable,book4,29
variable bidimensional,Es aquella que proporciona información sobre dos características de la población.,two dimensional variable,book4,12
variable continua,"Es una variable cuantitativa.  es la característica de la población, cuyos valores están representados mediante el conjunto de los números reales.",continuous variable,book4,25
variable cualitativa,"Es aquella que representa cualidades, atributos o características no numéricas y estas pueden ser nominales y ordinales. (ver dato cualitativo).",qualitative variable,book4,25
variable cuantitativa,Es aquella característica de la población o de la muestra que es posible representar numéricamente.  éstas pueden ser continua y discreta.,quantitative variable,book4,24
variable discreta,Es una variable cuantitativa.,discrete variable,book4,5
variable nominal,Es una variable cualitativa la cual sólo permite asignar nombres a los datos y no implica ningún orden. ej.,nominal variable,book4,20
variable ordinal,Es una variable cualitativa cuyos valores solamente pueden ser ordenados con algún criterio.,ordinal variable,book4,14
variable pluridimensional,Es aquella que proporciona información sobre tres o más características.,multidimensional variable,book4,11
variable unidimensional,Es aquella que proporciona información sobre una sola característica.,unidimensional variable,book4,10
variaciones irregulares,Conocido como variación de aleatoriedad.,irregular variations,book4,6
varianza,"Conocida también como variancia, es una medida de dispersión de la información.",variance,book4,14
base de datos,"Colección organizada de datos que puede ser almacenada, consultada y manipulada.",database,GPT,13
base de datos relacional,Tipo de base de datos que organiza datos en tablas relacionadas mediante llaves.,relational database,GPT,14
sql,Lenguaje estándar para consultar y manipular bases de datos relacionales.,sql,GPT,11
nosql,"Bases de datos que manejan datos no estructurados o semiestructurados, sin esquemas fijos.",nosql,GPT,15
normalización,Proceso de estructurar una base de datos para minimizar redundancias y dependencias.,normalization,GPT,13
desnormalización,Técnica para mejorar el rendimiento denormalizando datos estructurados.,nudorization,GPT,9
esquema de base de datos,Estructura organizativa que define cómo se almacenan y relacionan los datos.,database scheme,GPT,12
entidad relación,Modelo gráfico para representar entidades y sus relaciones en una base de datos.,entity relationship,GPT,14
llave primaria,Atributo o conjunto de atributos que identifican de manera única una fila en una tabla.,primary key,GPT,16
llave foránea,Atributo en una tabla que se relaciona con una llave primaria de otra tabla.,foreign key,GPT,15
índices,Estructuras que mejoran la velocidad de las consultas en una base de datos.,indices,GPT,14
consultas,Operaciones para recuperar datos específicos de una base de datos.,queries,GPT,11
join,Operación para combinar filas de dos o más tablas basadas en condiciones comunes.,join,GPT,14
inner join,Tipo de join que devuelve solo las filas con coincidencias en ambas tablas.,inner join,GPT,14
outer join,Tipo de join que incluye filas con coincidencias y aquellas sin coincidencias en una tabla.,outer join,GPT,16
base de datos distribuida,Base de datos cuyos datos están distribuidos en múltiples nodos o ubicaciones.,distributed database,GPT,13
replicación de datos,Proceso de duplicar datos en varios servidores para aumentar disponibilidad y fiabilidad.,data replication,GPT,13
sharding,División de una base de datos en fragmentos para manejar grandes volúmenes de datos.,sharding,GPT,15
consistencia de datos,Propiedad que asegura que los datos sean precisos y estén sincronizados.,data consistency,GPT,12
acid,Conjunto de propiedades que garantizan transacciones fiables en bases de datos.,acid,GPT,12
transacciones,Secuencia de operaciones que se ejecutan como una unidad para mantener la integridad de datos.,transactions,GPT,16
rollback,Operación que deshace una transacción no exitosa o que causa inconsistencias.,rollback,GPT,12
commit,Operación que guarda los cambios realizados por una transacción en la base de datos.,commit,GPT,15
base de datos en memoria,Base de datos optimizada para almacenar y acceder a datos directamente en la memoria ram.,memory database,GPT,16
base de datos en la nube,Base de datos que se almacena y gestiona en servidores en la nube.,cloud database,GPT,14
data lake,Repositorio de datos no estructurados o semiestructurados almacenados en su forma original.,data lake,GPT,13
data warehouse,Sistema para almacenar y analizar grandes cantidades de datos estructurados.,data warehouse,GPT,11
base de datos olap,Base de datos optimizada para consultas analíticas y procesamiento de datos históricos.,olap database,GPT,13
base de datos oltp,Base de datos optimizada para transacciones rápidas y frecuentes en tiempo real.,oltp database,GPT,13
cassandra,Base de datos distribuida diseñada para manejar grandes volúmenes de datos a escala global.,cassandra,GPT,15
mongodb,Base de datos nosql popular que utiliza un modelo de documentos basado en json.,mongodb,GPT,15
redis,"Base de datos en memoria utilizada como caché, cola de mensajes y más.",redis,GPT,15
mysql,Sistema de gestión de bases de datos relacional de código abierto ampliamente utilizado.,mysql,GPT,14
postgresql,Base de datos relacional avanzada con soporte para extensiones y alto rendimiento.,postgresql,GPT,13
oracle database,Base de datos empresarial con características avanzadas para aplicaciones críticas.,oracle database,GPT,11
microsoft sql server,Sistema de gestión de bases de datos desarrollado por microsoft con múltiples herramientas.,microsoft sql server,GPT,14
sqlite,"Base de datos ligera y autónoma, ideal para aplicaciones móviles y pequeñas.",sqlite,GPT,14
modelado de datos,Proceso de definir y organizar las estructuras de datos en una base de datos.,data modeling,GPT,15
consultas preparadas,Consultas parametrizadas para prevenir inyecciones sql y mejorar seguridad.,prepared consultations,GPT,10
seguridad en bases de datos,Conjunto de medidas para proteger bases de datos contra accesos no autorizados.,database security,GPT,13
auditoría de bases de datos,Proceso de registrar y supervisar las actividades en una base de datos.,database audit,GPT,13
big data,Conjunto de datos que son demasiado grandes o complejos para ser procesados por métodos tradicionales.,big data,GPT,16
hadoop,Framework de código abierto para el almacenamiento y procesamiento distribuido de grandes volúmenes de datos.,hadoop,GPT,16
apache spark,Herramienta de procesamiento de datos rápida y generalizada para big data.,apache spark,GPT,12
mapreduce,Modelo de programación para el procesamiento distribuido de grandes conjuntos de datos.,mapreduce,GPT,13
hdfs,Sistema de archivos distribuido diseñado para ejecutarse en hardware de bajo costo.,hdfs,GPT,13
