concepto,descripcion,concept,source,num_tokens
entrenamiento de modelos,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",model training,wikipedia.org,26
ingeniería de características,La ingeniería de características es un paso de preprocesamiento en el aprendizaje automático supervisado y el modelado estadístico que transforma los datos sin procesar en un conjunto más efectivo de entradas.,feature engineering,wikipedia.org,32
tuning de hiperparámetros,"En el aprendizaje automático, la optimización o la ajuste del hiperparameter es el problema de elegir un conjunto de hiperparámetros óptimos para un algoritmo de aprendizaje.",hyperparameter tuning,wikipedia.org,28
onnx,El intercambio de redes neuronales abiertas (ONNX) [ˈɒnɪks] es un ecosistema de inteligencia artificial de código abierto de empresas de tecnología y organizaciones de investigación que establecen estándares abiertos para representar algoritmos de aprendizaje automático y herramientas de software para promover la innovación y la colaboración en el sector de la IA.,onnx,wikipedia.org,57
exploración de datos,"La exploración de datos es un enfoque similar al análisis de datos inicial, por el cual un analista de datos utiliza la exploración visual para comprender qué está en un conjunto de datos y las características de los datos, en lugar de a través de los sistemas de gestión de datos tradicionales.",data exploration,wikipedia.org,55
análisis exploratorio de datos,"En estadísticas, el análisis de datos exploratorios (EDA) es un enfoque de analizar conjuntos de datos para resumir sus características principales, a menudo utilizando gráficos estadísticos y otros métodos de visualización de datos.",exploratory data analysis,wikipedia.org,38
estadística descriptiva,"Una estadística descriptiva (en el sentido del sustantivo del recuento) es una estadística resumida que describe o resume cuantitativamente las características de una recopilación de información, mientras que las estadísticas descriptivas (en el sentido del sustantivo masivo) es el proceso de usar y analizar esas estadísticas.",descriptive statistics,wikipedia.org,52
media,"En lenguaje ordinario, un promedio es un número o valor único que mejor representa un conjunto de datos.",average,wikipedia.org,20
mediana,"La mediana de un conjunto de números es el valor que separa la mitad más alta de la mitad inferior de una muestra de datos, una población o una distribución de probabilidad.",median,wikipedia.org,34
varianza,"En la teoría y las estadísticas de la probabilidad, la varianza es el valor esperado de la desviación al cuadrado de la media de una variable aleatoria.",variance,wikipedia.org,29
desviación estándar,"En estadísticas, la desviación estándar es una medida de la cantidad de variación de los valores de una variable sobre su media.",standard deviation,wikipedia.org,24
percentiles,"En estadísticas, un percentil K-th, también conocido como puntaje de percentil o Centilo, es una puntuación (por ejemplo, un punto de datos) por debajo del cual se cae un porcentaje K dado de puntajes arreglados de la distribución de frecuencia de frecuencia (definición ""exclusiva"") o un puntaje en o inferior a la cual cae un porcentaje dado (definición ""inclusiva""); i.",percentiles,wikipedia.org,75
cuartiles,"En las estadísticas, los cuartiles son un tipo de cuantiles que dividen el número de puntos de datos en cuatro partes, o cuartos de tamaño más o menos o menos.",quartiles,wikipedia.org,33
histogramas,Un histograma es una representación visual de la distribución de datos cuantitativos.,histograms,wikipedia.org,13
diagramas de caja,"En las estadísticas descriptivas, un diagrama de caja o diagrama de caja es un método para demostrar gráficamente los grupos de datos numéricos de la localidad y asimetría a través de sus cuartiles.",boxplots,wikipedia.org,35
gráficos de dispersión,"Una gráfica de dispersión, también llamada Plócloe de dispersión, gráfico de dispersión, gráfico de dispersión, dispersión o diagrama de dispersión, es un tipo de gráfico o diagrama matemático que usa coordenadas cartesianas para mostrar valores para típicamente dos variables para un conjunto de datos.",scatter plots,wikipedia.org,50
matrices de correlación,"En estadísticas, la correlación o la dependencia es cualquier relación estadística, ya sea causal o no, entre dos variables aleatorias o datos bivariados.",correlation matrices,wikipedia.org,27
diagrama de pareto,"Un gráfico de Pareto es un tipo de gráfico que contiene tanto barras como un gráfico de línea, donde los valores individuales se representan en orden descendente por barras, y el total acumulativo está representado por la línea.",pareto chart,wikipedia.org,41
análisis bivariado,El análisis bivariado es una de las formas más simples de análisis cuantitativo (estadístico).,bivariate analysis,wikipedia.org,17
análisis multivariado,"Las estadísticas multivariadas es una subdivisión de estadísticas que abarcan la observación y el análisis simultáneos de más de una variable de resultado, i.",multivariate analysis,wikipedia.org,25
transformación de datos,"En la computación, la transformación de datos es el proceso de convertir datos de un formato o estructura en otro formato o estructura.",data transformation,wikipedia.org,25
reducción de dimensionalidad,"La reducción de la dimensionalidad, o la reducción de la dimensión, es la transformación de datos de un espacio de alta dimensión en un espacio de baja dimensión para que la representación de baja dimensión retenga algunas propiedades significativas de los datos originales, idealmente cerca de su dimensión intrínseca.",dimensionality reduction,wikipedia.org,53
gráficos de barras,Un gráfico de barras o gráfico de barras es un gráfico o gráfico que presenta datos categóricos con barras rectangulares con alturas o longitudes proporcionales a los valores que representan.,bar charts,wikipedia.org,31
gráficos de líneas,"Un gráfico de línea o gráfico de línea, también conocido como gráfico de curva, es un tipo de gráfico que muestra información como una serie de puntos de datos llamados 'marcadores' conectados por segmentos de línea recta.",line charts,wikipedia.org,42
nubes de palabras,Una nube de etiquetas (también conocida como nube de palabras o una lista ponderada en diseño visual) es una representación visual de los datos de texto que a menudo se usa para representar metadatos de palabras clave en sitios web o para visualizar el texto de forma gratuita.,word clouds,wikipedia.org,51
mapas de calor,Un mapa de calor (o mapa de calor) es una técnica de visualización de datos bidimensional que representa la magnitud de los valores individuales dentro de un conjunto de datos como color.,heat maps,wikipedia.org,35
estadística descriptiva,"Una estadística descriptiva (en el sentido del sustantivo del recuento) es una estadística resumida que describe o resume cuantitativamente las características de una recopilación de información, mientras que las estadísticas descriptivas (en el sentido del sustantivo masivo) es el proceso de usar y analizar esas estadísticas.",descriptive statistics,wikipedia.org,52
estadística inferencial,La inferencia estadística es el proceso de uso del análisis de datos para inferir las propiedades de una distribución de probabilidad subyacente.,inferential statistics,wikipedia.org,23
media aritmética,"En matemáticas y estadísticas, la media aritmética ( / ˌærɪθˈmɛtɪk / arr-met-ik), promedio aritmético, o simplemente la media o promedio (cuando el contexto es claro) es la suma de una colección de números divididos por el recuento de números en la colección.",arithmetic mean,wikipedia.org,49
mediana,"La mediana de un conjunto de números es el valor que separa la mitad más alta de la mitad inferior de una muestra de datos, una población o una distribución de probabilidad.",median,wikipedia.org,34
varianza,"En la teoría y las estadísticas de la probabilidad, la varianza es el valor esperado de la desviación al cuadrado de la media de una variable aleatoria.",variance,wikipedia.org,29
desviación estándar,"En estadísticas, la desviación estándar es una medida de la cantidad de variación de los valores de una variable sobre su media.",standard deviation,wikipedia.org,24
coeficiente de variación,"En la teoría y las estadísticas de la probabilidad, el coeficiente de variación (CV), también conocido como desviación de raíz de raíz normalizada (NRMSD), porcentaje de RMS y desviación estándar relativa (RSD), es una medida estandarizada de dispersión de una distribución de probabilidad o distribución de frecuencia.",variation coefficient,wikipedia.org,58
distribución binomial,"En la teoría de la probabilidad y las estadísticas, la distribución binomial con los parámetros N y P es la distribución de probabilidad discreta del número de éxitos en una secuencia de experimentos NINDEPENDIENTES, cada uno de los cuales hace una pregunta sí-no, y cada una con su propio resultado booleano: éxito (con probabilidad P) o falla (con probabilidad Q = 1-P).",binomial distribution,wikipedia.org,71
distribución chi cuadrado,"En la teoría y las estadísticas de probabilidad, el χ2 Chi ^{2}}-Distribución (pronunciación: ʧiː skweəd, chee cuadrado) con k {displaystyle k} grados de libertad es la distribución de una suma de los cuadrados de k {displaystyle k} variables aleatorios normales independientes estándar.",chi square distribution,wikipedia.org,52
distribución exponencial,"En la teoría y las estadísticas de probabilidad, la distribución exponencial o la distribución exponencial negativa es la distribución de probabilidad de la distancia entre los eventos en un proceso de punto de Poisson, i.",exponential distribution,wikipedia.org,37
intervalo de confianza,"En estadísticas, un intervalo de confianza (IC) es una herramienta para estimar un parámetro, como la media de una población.",confidence interval,wikipedia.org,25
prueba de hipótesis,Una prueba de hipótesis estadística es un método de inferencia estadística utilizada para decidir si los datos respaldan suficientemente una hipótesis particular.,hypothesis test,wikipedia.org,23
nivel de significancia,"En las pruebas de hipótesis estadística, un error tipo I, o un falso positivo, es el rechazo erróneo de una hipótesis nula verdadera.",level of significance,wikipedia.org,27
regresión lineal,"En estadísticas, la regresión lineal es un modelo que estima la relación lineal entre una respuesta escalar (variable dependiente) y una o más variables explicativas (regresor o variable independiente).",linear regression,wikipedia.org,35
regresión múltiple,"En el modelado estadístico, el análisis de regresión es un conjunto de procesos estadísticos para estimar las relaciones entre una variable dependiente y una o más variables independientes libres de errores (a menudo llamadas regresores, predictores, covariables, variables o características explicativas).",multiple regression,wikipedia.org,48
correlación,"En estadísticas, la correlación o la dependencia es cualquier relación estadística, ya sea causal o no, entre dos variables aleatorias o datos bivariados.",correlation,wikipedia.org,27
coeficiente de correlación de pearson,"En estadísticas, el coeficiente de correlación de Pearson (PCC) [A] es un coeficiente de correlación que mide la correlación lineal entre dos conjuntos de datos.",pearson correlation coefficient,wikipedia.org,31
análisis de varianza,El análisis de varianza (ANOVA) es una familia de métodos estadísticos utilizados para comparar las medias de dos o más grupos analizando la varianza.,variance analysis,wikipedia.org,27
prueba t de student,La prueba t de Student es una prueba estadística utilizada para probar si la diferencia entre la respuesta de dos grupos es estadísticamente significativa o no.,student t test,wikipedia.org,27
prueba de wilcoxon,La prueba de rango firmado de Wilcoxon es una prueba de rango no paramétrica para la prueba de hipótesis estadística utilizada para probar la ubicación de una población basada en una muestra de datos o para comparar las ubicaciones de dos poblaciones utilizando dos muestras coincidentes.,wilcoxon test,wikipedia.org,47
prueba de kruskal wallis,"La prueba de Kruskal-Wallis por rangos, Kruskal-Wallis H {DisplayStyle H} (llamado así por William Kruskal y W Allen Wallis), o ANOVA unidireccional en rangos es una prueba estadística no paramétrica para probar si las muestras se originan de la misma distribución.",kruskal wallis test,wikipedia.org,48
prueba de friedman,La prueba de Friedman es una prueba estadística no paramétrica desarrollada por Milton Friedman.,friedman test,wikipedia.org,15
muestreo aleatorio,"En estadísticas, garantía de calidad y metodología de encuestas, el muestreo es la selección de un subconjunto o una muestra estadística (denominada muestra para abreviar) de individuos dentro de una población estadística para estimar las características de toda la población.",random sampling,wikipedia.org,45
muestreo estratificado,"En estadísticas, el muestreo estratificado es un método de muestreo de una población que puede dividirse en subpoblaciones.",stratified sampling,wikipedia.org,20
sesgo de muestra,"En estadísticas, el sesgo de muestreo es un sesgo en el que se recolecta una muestra de tal manera que algunos miembros de la población prevista tienen una probabilidad de muestreo menor o mayor que otros.",sample bias,wikipedia.org,38
histogramas,Un histograma es una representación visual de la distribución de datos cuantitativos.,histograms,wikipedia.org,13
generación de texto,La generación del lenguaje natural (NLG) es un proceso de software que produce la producción del lenguaje natural.,text generation,wikipedia.org,21
machine translation,"La traducción automática es el uso de técnicas computacionales para traducir texto o habla de un idioma a otro, incluidos los matices contextuales, idiomáticos y pragmáticos de ambos idiomas.",machine translation,wikipedia.org,32
clasificación de texto,"La clasificación de documentos o la categorización de documentos es un problema en biblioteconomía, ciencias de la información e informática.",text classification,wikipedia.org,22
zero shot learning,"El aprendizaje de disparo cero (ZSL) es una configuración de problemas en el aprendizaje profundo donde, en el tiempo de prueba, un alumno observa muestras de clases que no se observaron durante la capacitación, y necesita predecir la clase a la que pertenecen.",zero shot learning,wikipedia.org,49
entrenamiento continuo,El entrenamiento continuo es una forma de ejercicio que se realiza a una intensidad continua en todo momento y no implica ningún período de descanso.,continuous training,wikipedia.org,26
procesamiento de imágenes,El procesamiento de imágenes digitales es el uso de una computadora digital para procesar imágenes digitales a través de un algoritmo.,image processing,wikipedia.org,22
segmentación de imágenes,"En el procesamiento de imágenes digitales y la visión por computadora, la segmentación de imágenes es el proceso de dividir una imagen digital en segmentos de imagen múltiples, también conocido como regiones de imágenes o objetos de imagen (conjuntos de píxeles).",image segmentation,wikipedia.org,46
filtro de sobel,"El operador de Sobel, a veces llamado operador de Sobel -Feldman o filtro de Sobel, se utiliza procesamiento de la imagen y visión por computadora, particularmente dentro de los algoritmos de detección de bordes donde crea un animación que enfatiza los bordes.",sobel filter,wikipedia.org,46
transformada de fourier,"En matemáticas, la transformación de Fourier (FT) es una transformación anual que toma una función como entrada y emite otra función que describe la medida en que se presente varias frecuencias en la función original.",fourier transform,wikipedia.org,39
upsampling,"En el procesamiento de señales digitales, el muestreo ascendente, la expansión y la interpolación son términos asociados con el proceso de remuestreo en un sistema de procesamiento de señal digital múltiple.",upsampling,wikipedia.org,34
ecualización de histograma,"Al igualación de histograma, un método de procesamiento de inimagen del ajuste de contraste utilizando el histograma de la imagen.",histogram equalization,wikipedia.org,22
reducción de ruido,Reducción de ruido El proceso de eliminar el ruido de una señal.,noise reduction,wikipedia.org,13
filtro gaussiano,"En la electrónica y el procesamiento de señales, principalmente en el procesamiento de señales digitales, un filtro gaussiano es un filtro cuya respuesta de impulso es una función gaussiana.",gaussian filter,wikipedia.org,32
morfología matemática,"La morfología matemática (MM) es una teoría y técnica para el análisis y procesamiento de estructuras geométricas, basadas en la teoría de conjuntos, la teoría de la red, la topología y las funciones aleatorias.",mathematical morphology,wikipedia.org,40
clasificación de imágenes,"Las tareas de visión por computadora incluyen métodos para adquirir, procesar, analizar y comprender imágenes digitales, y la extracción de datos de alta dimensión del mundo real para producir información numérica o simbólica, e.",image classification,wikipedia.org,38
detección de objetos,"La detección de objetos es una tecnología informática relacionada con la visión por computadora y el procesamiento de imágenes que se ocupa de la detección de instancias de objetos semánticos de una determinada clase (como humanos, edificios o automóviles) en imágenes y videos digitales.",object detection,wikipedia.org,48
reconstrucción de imágenes,La reconstrucción iterativa se refiere a algoritmos iterativos utilizados para reconstruir imágenes 2D y 3D en técnicas de cierta imagen.,image reconstruction,wikipedia.org,21
balance de blancos,"En la fotografía y el procesamiento de imágenes, el equilibrio de color es el ajuste global de las intensidades de los colores (típicamente colores primarios rojos, verdes y azules).",white balance,wikipedia.org,34
compresión de imágenes,"Compresión de imagen es un tipo de compresión de datos aplicada a imágenes digitales, para reducir su costo de almacenamiento o transmisión.",image compression,wikipedia.org,24
formatos de imagen,El formato de archivo Animage es un formato de archivo para una imagen digital.,image formats,wikipedia.org,15
transformación de perspectiva,Una proyección 3D (o proyección gráfica) es una técnica de diseño utilizada para mostrar un objeto tridimensional (3D) en una superficie bidimensional (2D).,perspective transformation,wikipedia.org,30
warping de imágenes,La deformación de las imágenes es el proceso de manipular digitalmente el animaje de tal manera que cualquier forma retratada en la imagen se haya distorsionado significativamente.,image warping,wikipedia.org,28
limpieza de datos,"La limpieza de datos o la limpieza de datos es el proceso de identificación y corrección (o eliminación) de registros corruptos, inexactos o irrelevantes de un conjunto de datos, tabla o base de datos.",data cleaning,wikipedia.org,39
datos faltantes,"En las estadísticas, los datos faltantes o los valores faltantes se producen cuando no se almacena ningún valor de datos para la variable en una observación.",missing data,wikipedia.org,28
imputación de datos,"En estadísticas, imputación es el proceso de reemplazar los datos faltantes con valores sustituidos.",data imputation,wikipedia.org,16
transformación de datos,"En la computación, la transformación de datos es el proceso de convertir datos de un formato o estructura en otro formato o estructura.",data transformation,wikipedia.org,25
muestreo de datos,"En estadísticas, garantía de calidad y metodología de encuestas, el muestreo es la selección de un subconjunto o una muestra estadística (denominada muestra para abreviar) de individuos dentro de una población estadística para estimar las características de toda la población.",data sampling,wikipedia.org,45
reducción de dimensionalidad,"La reducción de la dimensionalidad, o la reducción de la dimensión, es la transformación de datos de un espacio de alta dimensión en un espacio de baja dimensión para que la representación de baja dimensión retenga algunas propiedades significativas de los datos originales, idealmente cerca de su dimensión intrínseca.",dimensionality reduction,wikipedia.org,53
consistencia de datos,La inconsistencia de los datos se refiere a si los mismos datos mantenidos en diferentes lugares sí coinciden o no coinciden.,data consistency,wikipedia.org,22
integración de datos,"La integración de datos se refiere al proceso de combinación, intercambio o sincronización de datos de múltiples fuentes para proporcionar a los usuarios una vista unificada.",data integration,wikipedia.org,28
aprendizaje supervisado,"En el aprendizaje automático, el aprendizaje supervisado (SL) es un paradigma donde un modelo está entrenado utilizando objetos de entrada",supervised learning,wikipedia.org,23
aprendizaje no supervisado,"El aprendizaje no supervisado es un marco en el aprendizaje automático en el que, en contraste con el aprendizaje supervisado, los algoritmos aprenden patrones exclusivamente de datos no etiquetados.",unsupervised learning,wikipedia.org,32
aprendizaje por refuerzo,Reforcement Learning (RL) es un área de aprendizaje automático de aprendizaje automático y un control óptimo preocupado por cómo un agente anintelligente debe tomar medidas en un entorno dinámico para maximizar una señal de recompensa.,reinforcement learning,wikipedia.org,38
regresión lineal,"En estadísticas, la regresión lineal es un modelo que estima la relación lineal entre una respuesta escalar (variable dependiente) y una o más variables explicativas (regresor o variable independiente).",linear regression,wikipedia.org,35
regresión logística,"En las estadísticas, el modelo logístico (o modelo logit) es un modelo estadístico que modela los log-Odds de un evento como una combinación lineal de una o más variables independientes.",logistic regression,wikipedia.org,34
k nearest neighbors,"En las estadísticas, el algoritmo de vecinos K-Nearsest (K-NN) es un método de aprendizaje supervisado no paramétrico.",k nearest neighbors,wikipedia.org,21
árboles de decisión,"Un árbol de decisión es una estructura de partición recursiva de apoyo a la decisión que utiliza un modelo de decisiones similar a un árbol y sus posibles consecuencias, incluidos los resultados del evento casual, los costos de recursos y la utilidad.",decision trees,wikipedia.org,45
bosques aleatorios,"Bosques aleatorios o bosques de decisión aleatorios es un método de aprendizaje de conjunto para la clasificación, regresión y otras tareas que funciona creando una multitud de árboles de decisión durante la capacitación.",random forests,wikipedia.org,35
naive bayes,"En estadísticas, los clasificadores Bayes ingenuos (a veces simples o de idiota) son una familia de ""clasificadores probabilísticos"" que supone que las características son condicionalmente independientes, dada la clase objetivo.",naive bayes,wikipedia.org,37
k means,"La agrupación de K-Means es un método de cuantización vectorial, originaria del procesamiento de señales, que tiene como objetivo dividir N observaciones en K clústeres en los que cada observación pertenece al clúster con la media más cercana (centros de clúster o centroide de clúster), que sirve como un prototipo del clúster.",k means,wikipedia.org,58
dbscan,"La agrupación espacial basada en densidad de aplicaciones con ruido (DBSCAN) es un algoritmo de agrupación de datos propuesto por Martin Ester, Hans-Peter Kriegel, Jörg Sander y Xiaowei Xu en 1996.",dbscan,wikipedia.org,36
hierarchical clustering,"En la minería de datos y las estadísticas, la agrupación jerárquica (también llamada análisis de clúster jerárquico o HCA) es un método de análisis de clúster que busca construir una jerarquía de grupos.",hierarchical clustering,wikipedia.org,37
redes neuronales recurrentes,"Las redes neuronales recurrentes (RNN) son una clase de redes neuronales artificiales diseñadas para procesar datos secuenciales, como texto, voz y series de tiempo, donde el orden de los elementos es importante.",recurrent neural networks,wikipedia.org,38
regresión ridge,La regresión de la cresta es un método para estimar los coeficientes de los modelos de regresión múltiple en escenarios donde las variables independientes están altamente correlacionadas.,ridge regression,wikipedia.org,28
regresión lasso,"En estadísticas y aprendizaje automático, lasso (al operador de contracción y selección menos absoluta; también laSso, Lasso o L1 Regularización) es un método de análisis de regresión que realiza tanto la selección variable como el orden de regularización para mejorar la precisión de la predicción e interpretación del modelo estadístico resultante.",lasso regression,wikipedia.org,57
elastic net,Los mapas elásticos proporcionan una herramienta para la reducción de la dimensionalidad no lineal.,elastic net,wikipedia.org,15
algoritmos genéticos,"En la investigación de la informática y las operaciones, un algoritmo genético (GA) es una metaheurística inspirada en el proceso de selección natural que pertenece a la clase más grande de algoritmos evolutivos (EA).",genetic algorithms,wikipedia.org,40
gradient boosting,"El impulso de gradiente es una técnica de aprendizaje automático basada en el impulso en un espacio funcional, donde el objetivo son los pseudo-resistuales en lugar de los residuos como en el impulso tradicional.",gradient boosting,wikipedia.org,36
q learning,"Q-Learning es un algoritmo de aprendizaje de refuerzo que capacita a un agente para asignar valores a sus posibles acciones basadas en el estado actual de ONIT, sin requerir un modelo del entorno (sin modelo).",q learning,wikipedia.org,39
procesamiento de lenguaje natural,El procesamiento del lenguaje natural (PNL) es un subcampo de la informática y especialmente la inteligencia artificial.,natural language processing,wikipedia.org,20
part of speech tagging,"En la lingüística del corpus, el etiquetado de parte de voz (etiquetado POS o etiquetado o post), también llamado etiquetado gramatical es el proceso de marcar una palabra en un texto (corpus) como correspondiente a una parte particular del habla, basado tanto en su definición como en su contexto.",part of speech tagging,wikipedia.org,57
extracción de relaciones,"Una tarea de extracción de relaciones requiere la detección y clasificación de las menciones de la relación semántica dentro de un conjunto de artefactos, típicamente de los documentos de texto o XML.",relationship extraction,wikipedia.org,34
machine translation,"La traducción automática es el uso de técnicas computacionales para traducir texto o habla de un idioma a otro, incluidos los matices contextuales, idiomáticos y pragmáticos de ambos idiomas.",machine translation,wikipedia.org,32
análisis de sintaxis,"El análisis, el análisis de sintaxis o el análisis sintáctico es un proceso de análisis de una cadena de símbolos, ya sea en lenguaje natural, lenguajes informáticos o estructuras de datos, que se ajustan a las reglas de una gramática formal al dividirla en partes.",syntax analysis,wikipedia.org,50
modelado de lenguaje,Un modelo de lenguaje es un modelo de lenguaje natural.,language modeling,wikipedia.org,11
embedding de palabras,"En el procesamiento del lenguaje natural, una incrustación de palabras es una representación de una palabra.",word embedding,wikipedia.org,18
word2vec,Word2Vec es una técnica en el procesamiento del lenguaje natural (PNL) para obtener representaciones vectoriales de palabras.,word2vec,wikipedia.org,20
redes neuronales recurrentes,"Las redes neuronales recurrentes (RNN) son una clase de redes neuronales artificiales diseñadas para procesar datos secuenciales, como texto, voz y series de tiempo, donde el orden de los elementos es importante.",recurrent neural networks,wikipedia.org,38
clasificación de texto,"La clasificación de documentos o la categorización de documentos es un problema en biblioteconomía, ciencias de la información e informática.",text classification,wikipedia.org,22
detección de spam,Various anti-spam techniques are used to prevent email spam (unsolicited bulk email).,spam detection,wikipedia.org,15
segmentación de palabras,"Segmentación de texto El proceso de dividir el texto escrito en unidades significativas, como palabras, oraciones o temas.",word segmentation,wikipedia.org,21
text to speech,La síntesis del habla es la producción artificial del habla humana.,text to speech,wikipedia.org,12
speech to text,Reconocimiento de voz y subcampo de informática y lingüística computacional que desarrolla metodologías y tecnologías que permiten el reconocimiento y la traducción del lenguaje hablado al texto por las computadoras.,speech to text,wikipedia.org,31
desambiguación léxica,Desambiguación de sentido de palabras El proceso de identificación de qué sentido de una palabra se entiende en una oración u otro segmento de contexto.,lexical disambiguation,wikipedia.org,26
generación de texto,La generación del lenguaje natural (NLG) es un proceso de software que produce la producción del lenguaje natural.,text generation,wikipedia.org,21
machine translation,"La traducción automática es el uso de técnicas computacionales para traducir texto o habla de un idioma a otro, incluidos los matices contextuales, idiomáticos y pragmáticos de ambos idiomas.",machine translation,wikipedia.org,32
semantic role labeling,"En el procesamiento del lenguaje natural, el etiquetado de roles semánticos (también llamado análisis semántico superficial o relleno de ranuras) es el proceso que asigna etiquetas a palabras o frases en una oración que indica su papel semántico en la oración, como el de un agente, objetivo o resultado.",semantic role labeling,wikipedia.org,55
computación en la nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según ISO.",cloud computing,wikipedia.org,41
internet de las cosas,"Internet de las cosas (IoT) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas a través de Internet u otras redes de comunicación.",internet of things,wikipedia.org,40
plataforma como servicio,"La plataforma como servicio (PAAS) o plataforma de aplicaciones como servicio (APAA) o servicio basado en la plataforma es un modelo de servicio de computación en la nube donde los usuarios provocan, instancian, ejecutan y administran un paquete modular de una plataforma de computación y aplicaciones, sin la complejidad de la complejidad de la construcción y el mantenimiento de la infraestructura asociada con el desarrollo y el desarrollo de aplicaciones (S) de desarrollo (S), y para permitir a los desarrolladores crear, desarrollar y empaquetar tales software Bundles.",platform as a service,wikipedia.org,101
infraestructura como servicio,"La infraestructura como servicio (IaaS) es un modelo de servicio de computación en la nube donde un proveedor de servicios en la nube proporciona recursos informáticos como almacenamiento, red, servidores y virtualización (que emula hardware de computadora).",infrastructure as a service,wikipedia.org,44
software como servicio,El software como servicio (SaaS /Sæs /) es un modelo de servicio de computación en la nube donde el proveedor ofrece el uso del software de aplicación para un cliente y administra todos los recursos físicos y de software necesarios.,software as a service,wikipedia.org,43
edge computing,Edge Computing es un modelo de computación distribuido que acerca el cálculo y el almacenamiento de datos a las fuentes de datos.,edge computing,wikipedia.org,23
fog computing,"La computación de niebla o la red de niebla, también conocida como niebla, es una arquitectura que utiliza dispositivos de borde para llevar a cabo una cantidad sustancial de cálculo (informática de borde), almacenamiento y comunicación localmente y enrutada a través de la red troncal de Internet.",fog computing,wikipedia.org,53
servidor en la nube,Un servidor privado virtual (VPS) o un servidor dedicado virtual (VDS) es una máquina virtual vendida como un servicio por una empresa de alojamiento de Internet.,cloud server,wikipedia.org,31
almacenamiento en la nube,"El almacenamiento en la nube es un modelo de almacenamiento de datos de la computadora en el que los datos, se dice que están en ""la nube"", se almacena de forma remota en grupos lógicos y es accesible para los usuarios en una red, generalmente en Internet.",cloud storage,wikipedia.org,53
seguridad en la nube,"La seguridad de la computación en la nube o, más simplemente, la seguridad en la nube, se refiere a un amplio conjunto de políticas, tecnologías, aplicaciones y controles utilizados para proteger la IP virtualizada, los datos, las aplicaciones, los servicios y la infraestructura asociada de la computación en la nube.",cloud security,wikipedia.org,59
arquitectura de microservicios,"En Ingeniería de Software, una arquitectura de microservicio es un patrón arquitectónico que organiza una aplicación en una colección de servicios libremente acoplados y de grano fino que se comunican a través de protocolos livianos.",microservice architecture,wikipedia.org,37
automatización del hogar,La automatización del hogar o los domóticos son la automatización de la construcción para una casa.,home automation,wikipedia.org,17
automatización robótica de procesos,La automatización de procesos robóticos (RPA) es una forma de automatización de procesos comerciales basados ​​en robots de software (BOT) o agentes de inteligencia artificial (IA).,robotic process automation,wikipedia.org,33
screen scraping,El raspado de datos es una técnica en la que un programa de computadora extrae datos de la salida legible por humanos provenientes de otro programa.,screen scraping,wikipedia.org,27
automatización de procesos empresariales,"La automatización de procesos comerciales (BPA), también conocida como automatización de negocios, se refiere a la automatización de procesos comerciales habilitados para la tecnología.",business process automation,wikipedia.org,29
programación visual,"En la computación, un lenguaje de programación visual (sistema de programación visual, VPL, OR, VPS), también conocido como programación diagramática, programación gráfica o codificación de bloques, es un lenguaje de programación que permite a los usuarios crear programas manipulando elementos del programa gráficamente en lugar de especificarlos de forma textual.",visual programming,wikipedia.org,60
gestión de excepciones,"La gerencia por excepción (MBE) es un estilo de gestión empresarial que se centra en identificar y manejar casos que se desvían de la norma, recomendado como la mejor práctica por el método de gestión de proyectos.",exception management,wikipedia.org,41
automatización cognitiva,"La automatización describe una amplia gama de tecnologías que reducen los procesos de intervención humana, principalmente mediante la predeterminación de los criterios de decisión, las relaciones con subprocesos y las acciones relacionadas, así como la incorporación de esas predeterminaciones en las máquinas.",cognitive automation,wikipedia.org,46
procesamiento de señales,"El procesamiento de señales es un subcampo de ingeniería eléctrica que se centra en analizar, modificar y sintetizar señales, como sonido, imágenes, campos potenciales, señales sísmicas, procesamiento de altimetría y mediciones científicas.",signal processing,wikipedia.org,39
señal discreta,"En la dinámica matemática, el tiempo discreto y el tiempo continuo son dos marcos alternativos dentro de los cuales se modelan las variables que evolucionan con el tiempo.",discreet signal,wikipedia.org,30
frecuencia de muestreo,"En el procesamiento de señales, el muestreo es la reducción de una señal de tiempo continuo a una señal de tiempo discreto.",sampling frequency,wikipedia.org,24
transformada de fourier,"En matemáticas, la transformación de Fourier (FT) es una transformación anual que toma una función como entrada y emite otra función que describe la medida en que se presente varias frecuencias en la función original.",fourier transform,wikipedia.org,39
filtro pasa bajos,Un filtro de paso bajo es un filtro que pasa señales con una frecuencia inferior a una frecuencia de corte seleccionada y atenúa señales con frecuencias más altas que la frecuencia de corte.,low pass filter,wikipedia.org,34
transformada de laplace,"En Matemáticas, la transformación de Laplace, que lleva el nombre de Pierre-Simon Laplace (/ləˈplːs/), es una transformación anual que convierte una función de una variable real (generalmente t {DisplayStyle t}, en el dominio de tiempo) a una función de una variable compleja S {DisplayStyle S} (en el Domain de frecuencia con valor complejo, también conocido como S-Domain S-Domain, o S-Plane.",laplace transform,wikipedia.org,76
