concepto,descripcion,concept,source,num_tokens
meta aprendizaje,Un subconjunto de aprendizaje automático que descubre o mejora un algoritmo de aprendizaje.,meta learning,developers.google.com,14
métrico,Una estadística que te importa.,metric,developers.google.com,6
api de métricas (tf.metrics),Una API de flujo tensor para evaluar modelos.,metrics api (tf.metrics),developers.google.com,9
mini lote,Un subconjunto pequeño y seleccionado al azar de un lote procesado en una iteración.,mini batch,developers.google.com,15
mini descenso de gradiente estocástico de lotes,Un algoritmo de descenso de gradiente que usa mini lotes.,mini batch stochastic gradient descent,developers.google.com,11
pérdida de minax,"Una función de pérdida para las redes adversas generativas, basada en la entropía cruzada entre la distribución de datos generados y datos reales.",minimax loss,developers.google.com,25
clase minoritaria,La etiqueta menos común en un conjunto de datos ilusizado con clase.,minority class,developers.google.com,13
mezcla de expertos,Un esquema para aumentar la eficiencia de la red neuronal mediante el uso solo de un subconjunto de sus parámetros (conocidos como expertos) para procesar un token o ejemplo de bienput dada.,mixture of experts,developers.google.com,35
ml,Abreviatura de aprendizaje automático.,ml,developers.google.com,5
mano,Abreviatura de instrucción multimodal.,mmit,developers.google.com,5
mnista,"Un conjunto de datos de dominio público compilado por Lecun, Cortes y Burges que contiene 60,000 imágenes, cada imagen que muestra cómo un humano escribió manualmente un dígito particular de 0 a 9.",mnist,developers.google.com,36
modalidad,Una categoría de datos de alto nivel.,modality,developers.google.com,8
modelo,"En general, cualquier construcción matemática que procese los datos de entrada y devuelva la salida.",model,developers.google.com,17
capacidad modelo,La complejidad de los problemas que un modelo puede aprender.,model capacity,developers.google.com,11
modelo en cascada,Un sistema que elige el modelo ideal para una consulta de inferencia específica.,model cascading,developers.google.com,14
paralelismo modelo,Una forma de escalar el entrenamiento o la inferencia que coloca diferentes partes de un modelo en diferentes dispositivos.,model parallelism,developers.google.com,20
enrutador modelo,El algoritmo que determina el modelo ideal para la inferencia en la cascada del modelo.,model router,developers.google.com,16
entrenamiento modelo,El proceso de determinar el mejor modelo.,model training,developers.google.com,8
moe,Abreviatura de la mezcla de expertos.,moe,developers.google.com,7
impulso,"Un algoritmo de descenso de gradiente sofisticado en el que un paso de aprendizaje depende no solo de la derivada en el paso actual, sino también de las derivadas de los pasos que lo precedieron inmediatamente.",momentum,developers.google.com,38
monte,Abreviación para la traducción automática.,mt,developers.google.com,6
clasificación de múltiples clases,"En el aprendizaje supervisado, un problema de clasificación en el que el conjunto de datos contiene más de dos clases de etiquetas.",multi class classification,developers.google.com,24
regresión logística de múltiples clases,Uso de regresión logística en problemas de clasificación de múltiples clases.,multi class logistic regression,developers.google.com,12
atención a sí mismo de múltiples cabeza,Una extensión de la autoeficiencia que aplica el mecanismo de autoatensión varias veces para cada posición en la secuencia de entrada.,multi head self attention,developers.google.com,22
instrucción multimodal sintonizada,"Modelo ajustado a AnInstruction que puede procesar la entrada más allá del texto, como imágenes, video y audio.",multimodal instruction tuned,developers.google.com,21
modelo multimodal,"Un modelo cuyas entradas, salidas o ambas incluyen más de una modalidad.",multimodal model,developers.google.com,14
clasificación multinomial,Sinónimo de clasificación múltiple.,multinomial classification,developers.google.com,5
regresión multinomial,Sinónimo de regresión logística de múltiples clases.,multinomial regression,developers.google.com,8
multitarea,Una técnica de aprendizaje automático en la que se capacita un solo modelo para realizar múltiples tareas.,multitask,developers.google.com,18
trampa nan,"Cuando un número en su modelo se convierte en un nan durante el entrenamiento, lo que hace que muchos o todos los demás números en su modelo eventualmente se conviertan en un NAN.",nan trap,developers.google.com,35
comprensión del lenguaje natural,Un subconjunto de procesamiento del lenguaje natural que determina las intenciones de algo dicho o escrito.,natural language understanding,developers.google.com,17
clase negativa,"En la clasificación binaria, una clase se denomina positiva y la otra se denomina negativa.",negative class,developers.google.com,17
muestreo negativo,Sinónimo de muestreo candidato.,negative sampling,developers.google.com,5
búsqueda de arquitectura neural (nas),Una técnica para diseñar automáticamente la arquitectura de una red neuronal.,neural architecture search (nas),developers.google.com,12
red neuronal,Un modelo que contiene al menos una capa oculta.,neural network,developers.google.com,10
neurona,"En el aprendizaje automático, una unidad distinta dentro de una capa oculta de una red neuronal.",neuron,developers.google.com,18
n gramo,Una secuencia ordenada de n palabras.,n gram,developers.google.com,7
pnlp,Abreviación para el procesamiento del lenguaje natural.,nlp,developers.google.com,8
nlu,Abreviatura para la comprensión del lenguaje natural.,nlu,developers.google.com,8
nodo (árbol de decisión),"En un árbol de decisión, cualquier condición o hoja.",node (decision tree),developers.google.com,11
nodo (red neuronal),Una neuronina una capa oculta.,node (neural network),developers.google.com,6
nodo (gráfico tensorflow),Una operación en un gráfico TensorFlow.,node (tensorflow graph),developers.google.com,7
ruido,"En términos generales, cualquier cosa que oculte la señal en un conjunto de datos.",noise,developers.google.com,16
condición no binaria,Una condición que contiene más de dos resultados posibles.,non binary condition,developers.google.com,10
no lineal,Una relación entre dos o más variables que no se pueden representar únicamente a través de la suma y la multiplicación.,nonlinear,developers.google.com,22
sesgo sin respuesta,Ver sesgo de selección.,non response bias,developers.google.com,5
no estacionaridad,"Una característica cuyos valores cambian en una o más dimensiones, generalmente el tiempo.",nonstationarity,developers.google.com,15
ninguna respuesta correcta (nora),Un aviso que tiene múltiples respuestas apropiadas.,no one right answer (nora),developers.google.com,8
nora,Abreviatura de nadie correcto.,nora,developers.google.com,5
normalización,"En términos generales, el proceso de convertir el rango real de valores de una variable en un rango estándar de valores, como: por ejemplo, suponga que el rango real de valores de una determinada característica es de 800 a 2,400.",normalization,developers.google.com,45
detección de novedad,El proceso de determinar si un nuevo ejemplo (novedoso) proviene de la misma distribución que el conjunto de capacitación.,novelty detection,developers.google.com,22
datos numéricos,Características representadas como enteros o números de valor real.,numerical data,developers.google.com,10
numpy,Una biblioteca de matemáticas de código abierto que proporciona operaciones de matriz eficientes en Python.,numpy,developers.google.com,16
objetivo,Una métrica que su algoritmo está tratando de optimizar.,objective,developers.google.com,10
función de objetivos,La fórmula o métrica matemática que un modelo tiene como objetivo optimizar.,objective function,developers.google.com,13
condición oblicua,"En un árbol de decisión, una condición que involucra más de una característica.",oblique condition,developers.google.com,15
desconectado,Sinónimo de estática.,offline,developers.google.com,4
inferencia fuera de línea,El proceso de un modelo que genera un lote de predicciones y luego almacenado en caché (ahorre) esas predicciones.,offline inference,developers.google.com,22
una codificación caliente,Representar los datos categóricos como un vector en el que: la codificación única se usa comúnmente para representar cadenas o identificadores que tienen un conjunto finito de valores posibles.,one hot encoding,developers.google.com,31
aprendizaje de un tiro,"Un enfoque de aprendizaje automático, a menudo utilizado para la clasificación de objetos, diseñado para aprender un modelo de clasificación efectivo a partir de un solo ejemplo de capacitación.",one shot learning,developers.google.com,32
un tiro de inicio,Un mensaje que contiene un ejemplo que demuestra cómo debe responder el modelo de idioma grande.,one shot prompting,developers.google.com,17
uno contra todo,"Dado un problema de clasificación con las clases de N, una solución que consiste en N clasificadores binarios separados, un clasificador binario para cada resultado posible.",one vs. all,developers.google.com,29
en línea,Sinónimo de dinámica.,online,developers.google.com,4
inferencia en línea,Generando predicciones a demanda.,online inference,developers.google.com,5
operación (op),"En TensorFlow, cualquier procedimiento que cree, manipula o destruya un tensor.",operation (op),developers.google.com,14
optax,Una biblioteca de procesamiento y optimización de gradiente para Jax.,optax,developers.google.com,11
optimizador,Una implementación específica del algoritmo de descenso de gradiente.,optimizer,developers.google.com,10
sesgo de homogeneidad grupal,"La tendencia a ver a los miembros fuera del grupo como más iguales a los miembros que en el grupo al comparar actitudes, valores, rasgos de personalidad y otras características.",out group homogeneity bias,developers.google.com,33
detección atípica,El proceso de identificación de valores atípicos en un conjunto de capacitación.,outlier detection,developers.google.com,13
valores atípicos,Valores distantes de la mayoría de los otros valores.,outliers,developers.google.com,10
evaluación de la bolsa (evaluación oob),Un mecanismo para evaluar la calidad de un bosque de decisión al probar cada árbol de decisión contra los ejemplos no utilizados durante el entrenamiento de ese árbol de decisión.,out of bag evaluation (oob evaluation),developers.google.com,31
capa de salida,"La capa ""final"" de una red neuronal.",output layer,developers.google.com,10
sobreajuste,Crear un modelo que coincida tanto con los datos de entrenamiento que el modelo no puede hacer predicciones correctas en los nuevos datos.,overfitting,developers.google.com,24
sobremuestreo,Reutilizando los ejemplos de una clase minoritaria en un conjunto de datos integral de clase para crear un conjunto de capacitación más equilibrado.,oversampling,developers.google.com,24
datos empacados,Un enfoque para almacenar datos de manera más eficiente.,packed data,developers.google.com,10
pandas,Una API de análisis de datos orientada a la columna construida sobre Numpy.,pandas,developers.google.com,14
parámetro,Los pesos y sesgos que un modelo aprende durante el entrenamiento.,parameter,developers.google.com,12
ajuste eficiente de los parámetros,Un conjunto de técnicas para ajustar un gran modelo de lenguaje previamente capacitado (PLM) de manera más eficiente que el ajuste completo completo.,parameter efficient tuning,developers.google.com,26
servidor de parámetros (ps),Un trabajo que realiza un seguimiento de los parámetros de un modelo en una configuración distribuida.,parameter server (ps),developers.google.com,17
actualización de parámetros,"La operación de ajustar los parámetros de un modelo durante el entrenamiento, típicamente dentro de una sola iteración de descenso de gradiente.",parameter update,developers.google.com,24
derivado parcial,Un derivado en el que todas las variables menos una se considera una constante.,partial derivative,developers.google.com,15
sesgo de participación,Sinónimo de sesgo de no respuesta.,participation bias,developers.google.com,7
estrategia de partición,El algoritmo por el cual las variables se dividen en los servidores de parámetros.,partitioning strategy,developers.google.com,15
pase en k (pase@k),"Una métrica para determinar la calidad del código (por ejemplo, Python) que genera un modelo de idioma grande.",pass at k (pass@k),developers.google.com,22
paz,Un marco de programación diseñado para capacitar a modelos de red neuronal a gran escala tan grande que abarcan múltiples cortes o vainas de chips de acelerador TPU.,pax,developers.google.com,29
perceptrón,"Un sistema (ya sea hardware o software) que toma uno o más valores de entrada, ejecuta una función en la suma ponderada de las entradas y calcula un valor de salida único.",perceptron,developers.google.com,36
importaciones variables de permutación,Un tipo de importancia variable que evalúa el aumento en el error de predicción de un modelo después de permitir los valores de la característica.,permutation variable importances,developers.google.com,26
perplejidad,Una medida de qué tan bien un modelo está logrando su tarea.,perplexity,developers.google.com,13
segmentación,La infraestructura que rodea un algoritmo de aprendizaje automático.,pipeline,developers.google.com,10
segmentación,Una forma de paralelismo modelo en el que el procesamiento de un modelo se divide en etapas consecutivas y cada etapa se ejecuta en un dispositivo diferente.,pipelining,developers.google.com,28
pjit,Una función JAX que divide el código para cumplir con múltiples chips de acelerador.,pjit,developers.google.com,15
ciclo de vida del producto,Abreviatura del modelo de lenguaje previamente capacitado.,plm,developers.google.com,8
pmap,"Una función JAX que ejecuta copias de la función AnInput en múltiples dispositivos de hardware subyacentes (CPU, GPU o TPU), con diferentes valores de entrada.",pmap,developers.google.com,30
política,"En el aprendizaje de refuerzo, el mapeo probabilístico de un agente de los estados a las acciones.",policy,developers.google.com,19
agrupación,Reducción de una matriz (o matrices) creada por una capa convolucional anterior a una matriz más pequeña.,pooling,developers.google.com,20
codificación posicional,Una técnica para agregar información sobre la posición de una secuencia de Tokenin A a la incrustación del token.,positional encoding,developers.google.com,20
clase positiva,La clase que está probando.,positive class,developers.google.com,6
procesamiento post,Ajustar la salida de un modelo después de que se ejecute el modelo.,post processing,developers.google.com,14
área bajo la curva de recuperación de precisión,"Área bajo la curva de recuperación de precisión interpolada, obtenida trazando (recordar, precisión) puntos para diferentes valores del umbral de clasificación.",pr auc (area under the pr curve),developers.google.com,26
práctica,Una biblioteca ML de ML de alto rendimiento de PAX.,praxis,developers.google.com,11
precisión,"Una métrica para los modelos de clasificación que responde a la siguiente pregunta: cuando el modelo predijo la clase positiva, ¿qué porcentaje de las predicciones fueron correctas? Aquí está la fórmula: donde: por ejemplo, supongamos que un modelo hizo 200 predicciones positivas.",precision,developers.google.com,50
precisión en k (precision@k),Una métrica para evaluar una lista clasificada (ordenada) de elementos.,precision at k (precision@k),developers.google.com,13
curva de recuerdo de precisión,Una curva de precisión versus recuperación en diferentes umbrales de clasificación.,precision recall curve,developers.google.com,12
predicción,La salida de un modelo.,prediction,developers.google.com,6
sesgo de predicción,Un valor que indica qué tan separado es el promedio de las predicciones del promedio de las etiquetas en el conjunto de datos.,prediction bias,developers.google.com,24
ml predictivo,"Cualquier sistema de aprendizaje automático estándar (""clásico"").",predictive ml,developers.google.com,12
paridad predictiva,"Una métrica de equidad que verifica si, para un clasificador dado, las tasas de precisión son equivalentes para los subgrupos bajo consideración.",predictive parity,developers.google.com,25
paridad de tasa predictiva,Otro nombre para la paridad predictiva.,predictive rate parity,developers.google.com,7
modelo pre -entrenado,"Por lo general, un modelo que ya ha sido entrenado.",pre trained model,developers.google.com,12
previo al entrenamiento,El entrenamiento inicial de un modelo en un gran conjunto de datos.,pre training,developers.google.com,13
creencia previa,Lo que cree sobre los datos antes de comenzar a entrenar ONIT.,prior belief,developers.google.com,13
modelo de regresión probabilística,"Un modelo de regresión que utiliza no solo los pesos para cada característica, sino también la incertidumbre de esos pesos.",probabilistic regression model,developers.google.com,22
función de densidad de probabilidad,Una función que identifica la frecuencia de muestras de datos que tienen exactamente un valor particular.,probability density function,developers.google.com,17
inmediato,Cualquier texto ingresado como entrada a un modelo de lenguaje grande para acondicionar el modelo para que se comporte de cierta manera.,prompt,developers.google.com,23
aprendizaje basado en el aviso,Una capacidad de ciertos modelos que les permite adaptar su comportamiento en respuesta a la entrada de texto arbitraria (indicaciones).,prompt based learning,developers.google.com,23
diseño rápido,Sinónimo de ingeniería rápida.,prompt design,developers.google.com,5
ingeniería rápida,El arte de crear indicaciones que provocan las respuestas deseadas de un modelo de lenguaje grande.,prompt engineering,developers.google.com,17
ajuste rápido,"Un mecanismo de sintonización eficiente de parámetros que aprende un ""prefijo"" que el sistema prepara a la solicitud real.",prompt tuning,developers.google.com,22
etiquetas proxy,Datos utilizados para aproximar las etiquetas no disponibles directamente en un conjunto de datos.,proxy labels,developers.google.com,15
función pura,"Una función cuyas salidas se basan solo en las entradas ONIT, y eso no tiene efectos secundarios.",pure function,developers.google.com,19
q función,"En el aprendizaje de refuerzo, la función que predice el rendimiento esperado de tomar un estado de acción en un estado y luego seguir una política determinada.",q function,developers.google.com,29
q aprendizaje,"En el aprendizaje de refuerzo, un algoritmo que permite a un agente aprender la función Q óptima de un proceso de decisión de Markov aplicando la ecuación de Bellman.",q learning,developers.google.com,31
cuantil,Cada cubo en un bulto de cuantil.,quantile,developers.google.com,8
bulto de cuantil,Distribuir los valores de una característica en cubos para que cada cubo contenga el mismo (o casi el mismo) número de ejemplos.,quantile bucketing,developers.google.com,25
cuantificación,Término sobrecargado que podría usarse de cualquiera de las siguientes maneras: reducir el número de bits utilizados para almacenar los parámetros de un modelo.,quantization,developers.google.com,26
cola,Una operación de flujo tensor que implementa una estructura de datos de cola.,queue,developers.google.com,14
trapo,Abreviatura para la generación de recuperación augtada.,rag,developers.google.com,8
bosque al azar,"Un conjunto de árboles de decisión en el que cada árbol de decisión está entrenado con un ruido aleatorio específico, como el embolsado.",random forest,developers.google.com,25
política aleatoria,"En el aprendizaje de refuerzo, una política que elige una acción al azar.",random policy,developers.google.com,15
rango (ordinalidad),La posición ordinal de una clase en un problema de aprendizaje automático que clasifica las clases de la más alta a la más baja.,rank (ordinality),developers.google.com,25
rango (tensor),El número de dimensiones en un tensor.,rank (tensor),developers.google.com,8
categoría,Un tipo de aprendizaje supervisado cuyo objetivo es pedir una lista de elementos.,ranking,developers.google.com,14
apreciador,Un humano que proporciona etiquetas para ejemplos.,rater,developers.google.com,8
recordar,"Una métrica para los modelos de clasificación que responde a la siguiente pregunta: cuando la verdad del suelo era la clase positiva, ¿qué porcentaje de predicciones identificó correctamente el modelo como la clase positiva? Aquí está la fórmula: \ [\ text {recuperar} = \ frac {\ text {verdaderas positivas}}} {\ text {verdaderas positivas} + \ text {fals negativos}} \]. La verdad del suelo era la clase positiva.",recall,developers.google.com,89
recuerde en k (recordar@k),Una métrica para evaluar sistemas que generan una lista de elementos clasificada (ordenada).,recall at k (recall@k),developers.google.com,16
sistemas de recomendación,Un sistema que selecciona para cada usuario un conjunto relativamente pequeño de elementos deseables de un cuerpo grande.,recommendation system,developers.google.com,19
unidad lineal rectificada (relu),Una función de activación con el siguiente comportamiento: Por ejemplo: aquí hay una gráfica de Relu: Relu es una función de activación muy popular.,rectified linear unit (relu),developers.google.com,28
red neuronal recurrente,"Una red neuronal que se ejecuta intencionalmente varias veces, donde las partes de cada ejecución se alimentan en la siguiente ejecución.",recurrent neural network,developers.google.com,23
texto de referencia,La respuesta de un experto a un aviso.,reference text,developers.google.com,9
modelo de regresión,"Informalmente, un modelo que genera una predicción numérica.",regression model,developers.google.com,10
regularización,Cualquier mecanismo que reduzca el sobreajuste.,regularization,developers.google.com,7
tasa de regularización,Un número que especifica la importancia relativa de la regularización durante el entrenamiento.,regularization rate,developers.google.com,14
aprendizaje de refuerzo (rl),"Una familia de algoritmos que aprenden una política óptima, cuyo objetivo es maximizar el retorno al interactuar con un entorno.",reinforcement learning (rl),developers.google.com,22
aprendizaje de refuerzo de la retroalimentación humana (rlhf),Uso de la retroalimentación de los evaluadores humanos para mejorar la calidad de las respuestas de un modelo.,reinforcement learning from human feedback (rlhf),developers.google.com,19
rehacer,Abreviatura de la unidad lineal rectificada.,relu,developers.google.com,7
búfer de reproducción,"En los algoritmos similares a DQN, la memoria utilizada por el agente para almacenar las transiciones de estado para su uso en la repetición de la experiencia.",replay buffer,developers.google.com,29
réplica,"Una copia del conjunto o modelo de entrenamiento, típicamente en otra máquina.",replica,developers.google.com,14
sesgo de informes,"El hecho de que la frecuencia con la que las personas escriben sobre acciones, resultados o propiedades no es un reflejo de sus frecuencias del mundo real o el grado en que una propiedad es característica de una clase de individuos.",reporting bias,developers.google.com,43
representación,El proceso de mapeo de datos a características útiles.,representation,developers.google.com,10
ranking,"La etapa final de un sistema de recomendación, durante el cual los elementos puntuados se pueden volver a inscribir de acuerdo con algún otro algoritmo (típicamente no ML).",re ranking,developers.google.com,32
recuperación de generación aumentada (trapo),Una técnica para mejorar la calidad del modelo de lenguaje grande (LLM) al conectarla con fuentes de conocimiento recuperadas después de que el modelo fue entrenado.,retrieval augmented generation (rag),developers.google.com,29
devolver,"En el aprendizaje de refuerzo, dada una cierta política y un determinado estado, el retorno es la suma de todas las recompensas que el agente espera recibir al seguir la política del estado hasta el final del episodio.",return,developers.google.com,41
premio,"En el aprendizaje de refuerzo, el resultado numérico de tomar una acción en un estado, según lo definido por el medio ambiente.",reward,developers.google.com,25
regularización de la cresta,Sinónimo de regularización L2.,ridge regularization,developers.google.com,5
rnn,Abreviatura de redes neuronales recurrentes.,rnn,developers.google.com,6
curva roc (característica operativa del receptor),Un gráfico de tasa positiva verdadera versus tasa de falsos positivos para diferentes umbrales de clasificación en la clasificación binaria.,roc (receiver operating characteristic) curve,developers.google.com,21
asignación de roles,Una parte opcional de un mensaje que identifica a un público objetivo para la respuesta de un modelo de IA generativo.,role prompting,developers.google.com,22
raíz,El nodo inicial (la primera condición) en un árbol de decisión.,root,developers.google.com,14
directorio raíz,El directorio que especifica para alojar subdirectorios del punto de control TensorFlow y archivos de eventos de múltiples modelos.,root directory,developers.google.com,20
error cuadrado medio de raíz (rmse),La raíz cuadrada del error cuadrado medio.,root mean squared error (rmse),developers.google.com,8
invariancia rotacional,"En el problema de clasificación de animación, la capacidad de un algoritmo para clasificar con éxito las imágenes incluso cuando cambia la orientación de la imagen.",rotational invariance,developers.google.com,28
rouge (suplente orientado al recuerdo para la evaluación de la protección),Una familia de métricas que evalúan los modelos automáticos de resumen y traducción automática.,rouge (recall oriented understudy for gisting evaluation),developers.google.com,15
rouge l,Un miembro de la familia Rouge se centró en la longitud de la posterior subsecuencia común más larga en el texto de referencia y el texto generado.,rouge l,developers.google.com,28
rouge n,Un conjunto de métricas dentro de la familia Rouge que compara los n-gramos compartidos de cierto tamaño en el texto de referencia y el texto generado.,rouge n,developers.google.com,27
rouge s,Una forma indulgente de Rouge-N que permite la coincidencia de gramo de omisión.,rouge s,developers.google.com,14
r cuadrado,Una métrica de regresión que indica cuánta variación se debe una etiqueta a una característica andividual o a un conjunto de características.,r squared,developers.google.com,23
sesgo de muestreo,Ver sesgo de selección.,sampling bias,developers.google.com,5
muestreo con reemplazo,Un método para elegir elementos de un conjunto de elementos candidatos en el que se puede elegir el mismo elemento varias veces.,sampling with replacement,developers.google.com,23
modelo saved,El formato recomendado para guardar y recuperar modelos de flujo tensor.,savedmodel,developers.google.com,12
ahorrador,Un objeto TensorFlow responsable de guardar puntos de control del modelo.,saver,developers.google.com,12
escalar,Un solo número o una sola cadena que se puede representar como un tensor del rango 0.,scalar,developers.google.com,18
escalada,"Cualquier transformación o técnica matemática que cambie el rango de una etiqueta, un valor de característica o ambos.",scaling,developers.google.com,20
scikit learn,Una popular plataforma de aprendizaje automático de código abierto.,scikit learn,developers.google.com,10
tanteo,La parte de un sistema de recomendación que proporciona un valor o clasificación para cada elemento producido por la fase de generación de candidatos.,scoring,developers.google.com,25
sesgo de selección,Errores en conclusiones extraídas de datos muestreados debido a un proceso de selección que genera diferencias sistemáticas entre las muestras observadas en los datos y las no observadas.,selection bias,developers.google.com,29
atención propia (también llamada capa de atención propia),"Una capa de red neuronal que transforma una secuencia de incrustaciones (por ejemplo, incrustaciones de token) en otra secuencia de incrustaciones.",self attention (also called self attention layer),developers.google.com,25
aprendizaje auto supervisado,Una familia de técnicas para convertir un problema de aprendizaje automático no supervisado en un problema de aprendizaje automático supervisado al crear etiquetas sustitutas a partir de ejemplos no etiquetados.,self supervised learning,developers.google.com,31
auto entrenamiento,Una variante de aprendizaje auto-supervisado que es particularmente útil cuando todas las siguientes condiciones son verdaderas: la autodrinción funciona iterando en los siguientes dos pasos hasta que el modelo deja de mejorar: observe que cada iteración del paso 2 agrega más ejemplos etiquetados para el paso 1 para entrenar.,self training,developers.google.com,52
aprendizaje semi supervisado,"Entrenar un modelo en datos donde algunos de los ejemplos de capacitación tienen etiquetas, pero otras no.",semi supervised learning,developers.google.com,19
análisis de sentimientos,"Uso de algoritmos estadísticos o de aprendizaje automático para determinar la actitud general de un grupo, positiva o negativa), en el servicio, producto, organización o tema.",sentiment analysis,developers.google.com,32
modelo de secuencia,Un modelo cuyas entradas tienen una dependencia secuencial.,sequence model,developers.google.com,9
secuencia a la tarea de secuencia,Una tarea que convierte una secuencia de tokens aninput en una secuencia de salida de tokens.,sequence to sequence task,developers.google.com,17
servicio,El proceso de poner a disposición un modelo capacitado para proporcionar predicciones a través de la inferencia en línea o la inferencia fuera de línea.,serving,developers.google.com,26
forma (tensor),El número de elementos en cada dimensión de un tensor.,shape (tensor),developers.google.com,11
casco,Una división lógica del conjunto de capacitación o del modelo.,shard,developers.google.com,11
contracción,Un hiperparámetro en el aumento de gradiente que controla el sobreajuste.,shrinkage,developers.google.com,12
función sigmoidía,"Una función matemática que ""aplaste"" el valor de la entrada en un rango restringido, típicamente de 0 a 1 o -1 a + es decir, puede pasar cualquier número (dos, millones, mil millones negativos, lo que sea) a un sigmoide y la salida aún estará en el rango limitado.",sigmoid function,developers.google.com,59
medida de similitud,"En los algoritmos de agrupación, la métrica utilizada para determinar cuán similares son los dos ejemplos.",similarity measure,developers.google.com,18
programa único / datos múltiples (spmd),Una técnica de paralelismo donde el mismo cálculo se ejecuta en diferentes datos de entrada en paralelo en diferentes dispositivos.,single program / multiple data (spmd),developers.google.com,21
invariancia de tamaño,"En el problema de clasificación de animación, la capacidad de un algoritmo para clasificar con éxito las imágenes incluso cuando cambia el tamaño de la imagen.",size invariance,developers.google.com,28
boceto,"En el aprendizaje automático no supervisado, una categoría de algoritmos que realizan un análisis de similitud preliminar en ejemplos.",sketching,developers.google.com,21
saltar gramo,"Un N-gram que puede omitir (o ""omitir"") palabras del contexto original, lo que significa que las N palabras podrían no haber sido originalmente adyacentes.",skip gram,developers.google.com,30
softmax,Una función que determina las probabilidades para cada clase posible en un modelo de clasificación de múltiples clases.,softmax,developers.google.com,19
ajuste de inmediato suave,"Una técnica para ajustar un modelo de lenguaje grande para una tarea en particular, sin ajuste fino intensivo de recursos.",soft prompt tuning,developers.google.com,22
característica escasa,Una característica cuyos valores son predominantemente cero o vacíos.,sparse feature,developers.google.com,10
representación escasa,Almacenar solo la (s) posición (s) de elementos distintos de cero en una característica escasa.,sparse representation,developers.google.com,20
vector escaso,Un vector cuyos valores son principalmente ceros.,sparse vector,developers.google.com,8
escasez,El número de elementos establecidos en cero (o nulo) en un vector o matriz dividido por el número total de entradas en ese vector o matriz.,sparsity,developers.google.com,29
agrupación espacial,Ver Agrupación.,spatial pooling,developers.google.com,3
dividir,"En un árbol de decisión, otro nombre para una condición.",split,developers.google.com,12
disidente,"Mientras capacita un árbol de decisión, la rutina (y el algoritmo) responsable de encontrar la mejor condición en cada nodo.",splitter,developers.google.com,24
spmd,Abreviatura para un solo programa y múltiples datos.,spmd,developers.google.com,9
pérdida de bisagra cuadrada,El cuadrado de la pérdida de la bisagra.,squared hinge loss,developers.google.com,9
pérdida al cuadrado,Sinónimo de pérdida de L2.,squared loss,developers.google.com,6
entrenamiento escenificado,Una táctica de entrenamiento de un modelo en una secuencia de etapas discretas.,staged training,developers.google.com,14
estado,"En el aprendizaje de refuerzo, los valores de parámetros que describen la configuración actual del entorno, que el agente utiliza para elegir una acción.",state,developers.google.com,27
función de valor de acción estatal,Sinónimo de Q-Function.,state action value function,developers.google.com,4
estático,Algo hecho una vez en lugar de continuamente.,static,developers.google.com,9
inferencia estática,Sinónimo de inferencia fuera de línea.,static inference,developers.google.com,7
estacionariedad,"Una característica cuyos valores no cambian en una o más dimensiones, generalmente el tiempo.",stationarity,developers.google.com,16
paso,Un pase hacia adelante y un pase hacia atrás de un lote.,step,developers.google.com,13
tamaño de paso,Sinónimo de tasa de aprendizaje.,step size,developers.google.com,6
descenso de gradiente estocástico (sgd),Un algoritmo de descenso de gradiente en el que el tamaño del lote es uno.,stochastic gradient descent (sgd),developers.google.com,16
paso,"En una operación o agrupación convolucional, el delta en cada dimensión de la siguiente serie de cortes de entrada.",stride,developers.google.com,21
minimización del riesgo estructural (srm),"Un algoritmo que equilibra dos objetivos: por ejemplo, una función que minimiza la pérdida+regularización en el conjunto de capacitación es un algoritmo de minimización de riesgo estructural.",structural risk minimization (srm),developers.google.com,30
subsamemplado,Ver Agrupación.,subsampling,developers.google.com,3
token de subvención,"En los modelos de idiomas, un token que es una subcadena de una palabra, que puede ser la palabra completa.",subword token,developers.google.com,23
resumen,"En TensorFlow, un valor o conjunto de valores calculados en un paso particular, generalmente utilizado para rastrear métricas del modelo durante el entrenamiento.",summary,developers.google.com,26
aprendizaje automático supervisado,Entrenamiento de un modelo a partir de características y sus etiquetas correspondientes.,supervised machine learning,developers.google.com,13
característica sintética,"Una característica que no está presente entre las características de entrada, pero ensamblada a partir de una o más de ellas.",synthetic feature,developers.google.com,23
t5,Un modelo de aprendizaje de transferencia de texto a texto introducido por Google AI en 2020.,t5,developers.google.com,17
t5x,Un marco de aprendizaje automático de código abierto diseñado para construir y capacitar a modelos de procesamiento de lenguaje natural a gran escala (PNL).,t5x,developers.google.com,27
aprendizaje de q tabular,"En el aprendizaje de refuerzo, implementando Q-learning mediante el uso de una tabla para almacenar las funciones Q para cada combinación de estado y acción.",tabular q learning,developers.google.com,27
objetivo,Sinónimo de etiqueta.,target,developers.google.com,4
red de destino,"En Deep Q-Learning, una red neuronal que es una aproximación estable de la red neuronal principal, donde la red neuronal principal implementa una función Q o una política.",target network,developers.google.com,31
temperatura,Un hiperparámetro que controla el grado de aleatoriedad de la salida de un modelo.,temperature,developers.google.com,15
datos temporales,Datos registrados en diferentes puntos en el tiempo.,temporal data,developers.google.com,9
tensor,La estructura de datos primaria en los programas de flujo de tensor.,tensor,developers.google.com,13
