input_text,target_text
¿Qué es la validación cruzada?,Un mecanismo para estimar qué tan bien un modelo se generalizaría a los nuevos datos probando el modelo con uno o más subconjuntos de datos no superpuestos retenidos del conjunto de capacitación.
¿Cual es el significado de la cross validation?,Es una técnica utilizada para evaluar los resultados de un análisis estadístico y garantizar que son independientes de la partición entre datos de entrenamiento y prueba.
¿Define cumulative distribution function?,Una función que define la frecuencia de muestras menores o igual a un valor objetivo.
¿Para qué sirve función de distribución acumulativa?,Representa la probabilidad de que una variable aleatoria tome un valor menor o igual a un valor determinado.
¿Para qué sirve el análisis de datos?,"Obtener una comprensión de los datos considerando muestras, medición y visualización."
¿Define el data analysis?,"Es el proceso de inspección, limpieza, transformación y modelado de datos con el objetivo de descubrir información útil, informar conclusiones y apoyar la toma de decisiones."
¿Cual es el significado de data augmentation?,Aumentando artificialmente el rango y el número de ejemplos de capacitación transformando ejemplos existentes para crear ejemplos adicionales.
¿Que se entiende por aumento de datos?,Aumento de datos es una técnica estadística que permite una estimación de máxima probabilidad a partir de datos incompletos.
¿Cual es el significado de el paralelismo de datos?,Es una técnica de computación paralela que divide una tarea grande en tareas más pequeñas que se procesan simultáneamente.
¿Que se entiende por el data parallelism?,Una forma de escalar el entrenamiento o la inferencia que replica un modelo completo en múltiples dispositivos y luego pasa un subconjunto de los datos de entrada a cada dispositivo.
¿Define interfaz de programación de aplicaciones?,"Es un conjunto de reglas que permite que aplicaciones diferentes se comuniquen y se integren, permitiendo el intercambio de información y funcionalidades sin conocer la implementación interna."
¿Para qué sirve api?,Es una pieza de código que permite a dos aplicaciones comunicarse entre sí para compartir información y funcionalidades.
¿Que se entiende por un conjunto de datos?,Es una colección de datos habitualmente tabulada.
¿Qué es un dataset?,Es una colección de datos estructurados que se organizan y almacenan para su análisis o procesamiento
¿Qué es el umbral de decisión?,El separador entre clases aprendidas por un modelo en una clase binaria o problemas de clasificación de múltiples clases.
¿Que se entiende por el decision boundary?,Es una hipersuperficie que separa diferentes clases de datos en el aprendizaje automático.
¿Que se entiende por umbral de clasificación?,Es un valor numérico que se utiliza para separar o clasificar datos en categorías dentro de un modelo predictivo.
¿Cual es el significado de classification threshold?,"En una clasificación binaria, un número entre 0 y 1 que convierte la salida sin procesar de un modelo de regresión logística en una predicción de la clase positiva o la clase negativa."
¿Qué es un bosque aleatorio?,Un modelo creado a partir de múltiples árboles de decisión.
¿Que se entiende por un random forest?,Es un algoritmo de aprendizaje automático que combina varios árboles de decisión para obtener un resultado final.
¿Cual es el significado de un árbol de decisión?,Un modelo de aprendizaje supervisado compuesto por un conjunto de condiciones y hojas organizadas jerárquicamente.
¿Para qué sirve un decision tree?,Es una estructura de partición recursiva de apoyo a la decisión que utiliza un modelo de decisiones similar a un árbol y sus posibles consecuencias.
¿Para qué sirve un descifrador?,Es responsable de tomar la representación comprimida del espacio latente y reconstruirla nuevamente en el formato de datos original.
¿Cual es el significado de un decoder?,Reconstruye los datos de entrada a partir de esta forma comprimida para que sean lo más similares posible a la entrada original.
¿Para qué sirve un codificador?,Es la parte de la red que toma los datos de entrada y los comprime en una representación más pequeña y de menor dimensión.
¿Define un encoder?,Comprime la entrada en una representación compacta y captura las características más relevantes.
¿Qué es autoencoder?,Arquitectura de red neuronal diseñada para comprimir (codificar) de manera eficiente los datos de entrada a sus características esenciales y luego reconstruir (decodificar) la entrada original de esta representación comprimida.
¿Cual es el significado de autocodificador?,Es un tipo de red neuronal artificial que aprende a representar datos en forma comprimida y luego los reconstruye lo más fielmente posible a la entrada original.
¿Que se entiende por encoder-decoder model?,Arquitectura de red neuronal diseñada para comprimir (codificar) de manera eficiente los datos de entrada a sus características esenciales y luego reconstruir (decodificar) la entrada original de esta representación comprimida.
¿Define modelocodificador-decodificador?,Es un tipo de red neuronal artificial que aprende a representar datos en forma comprimida y luego los reconstruye lo más fielmente posible a la entrada original.
¿Que se entiende por el aprendizaje profundo?,"Es un subconjunto del aprendizaje automático que se centra en utilizar redes neuronales para realizar tareas como clasificación, regresión y aprendizaje de representación."
¿Cual es el significado de el deep learning?,"Es una técnica de inteligencia artificial que permite a las computadoras aprender a procesar datos. Se basa en redes neuronales artificiales multicapa, inspiradas en el cerebro humano"
¿Qué es deep neural network?,"Es un modelo de aprendizaje automático que imita la forma en que el cerebro procesa la información. Se basa en el aprendizaje profundo, un proceso de machine learning (ML)."
¿Para qué sirve red neuronal profunda?,"Son un tipo de red neuronal artificial con múltiples capas ocultas, lo que las hace más complejas y requieren más recursos en comparación con las redes neuronales convencionales."
¿Cual es el significado de deep q-learning?,"En Q-learning, una red neuronal profunda que predice las funciones Q."
¿Define dqn?,Es una técnica que extiende el algoritmo Q-Learning mediante el uso de redes neuronales profundas para aproximar la función Q
¿Qué es deep q-learning?,Es un algoritmo de aprendizaje de refuerzo sin modelo que se utiliza para entrenar a los agentes para que tomen decisiones óptimas al interactuar con un entorno.
¿Cual es el significado de la paridad demográfica?,Una métrica de equidad que se satisface si los resultados de la clasificación de un modelo no dependen de un atributo sensible dado.
¿Qué es la demographic parity?,"Es una métrica de equidad que garantiza que los modelos de aprendizaje automático realicen predicciones que sean independientes de atributos sensibles como la raza, el género o la edad."
¿Cual es el significado de la eliminación de ruido?,Es la eliminación de ruido o artefactos no deseados de señales e imágenes.
¿Para qué sirve la denoising?,"Es un proceso que elimina o reduce el ruido de imágenes, videos, señales y otros datos"
¿Define característica densa?,"Una característica en la que la mayoría o todos los valores son distintos de cero, típicamente un tensor de valores de punto flotante."
¿Que se entiende por dense feature?,"Incorporan información de pares de usuarios/artículos, estadísticas históricas y predicciones de modelos ascendentes."
¿Define dense layer?,Capa conectada profundamente con las capas anteriores en cualquier red neuronal.
¿Que se entiende por capa densa?,"Cada neurona de una capa densa está conectada a todas las neuronas de la capa anterior, lo que la convierte en una capa completamente conectada."
¿Que se entiende por red neural convolucional separable en profundidad?,"Una arquitectura de la red neuronal convolucional basada en el inicio, pero donde los módulos de inicio se reemplazan con convoluciones de profundidad separables."
¿Para qué sirve sepcnn?,Aplica un único filtro convolucional por cada canal de entrada y se utiliza una convolución puntual para crear una combinación lineal de la salida de la convolución en profundidad.
¿Qué es la differential privacy?,Es un enfoque de anonimización para proteger cualquier datos confidenciales incluido en el conjunto de capacitación de un modelo de ser expuesto.
¿Define la privacidad diferencial?,Es un marco matemáticamente riguroso para liberar información estadística sobre conjuntos de datos al tiempo que protege la privacidad de los sujetos de datos individuales.
¿Cual es el significado de dimension reduction?,"Transformación de datos de un espacio de alta dimensión en un espacio de baja dimensión, reteniendo algunas propiedades significativas de los datos originales."
¿Para qué sirve reducción de dimensión?,Es un proceso que reduce el número de dimensiones de un conjunto de datos conservando la información más importante.
¿Que se entiende por el principal component analysis?,"En estadística, el análisis de componentes principales es una técnica utilizada para describir un conjunto de datos en términos de nuevas variables no correlacionadas."
¿Para qué sirve el análisis de componentes principales?,Técnica para reducir dimensiones mientras se mantiene la variabilidad de los datos.
¿Cual es el significado de el pca?,Técnica de reducción de dimensionalidad que encuentra las direcciones principales en datos.
¿Que se entiende por indicación directa?,"Se refiere a la práctica de proporcionar explícitamente señales, instrucciones o indicaciones para guiar la salida de modelos de lenguaje grandes (LLM) durante la generación de texto."
¿Cual es el significado de un discriminative model?,Un modelo que predice etiquetas de un conjunto de una o más características.
¿Qué es un modelo discriminativo?,"Los modelos discriminatorios, también denominados modelos condicionales, son una clase de modelos utilizados con frecuencia para la clasificación."
¿Cual es el significado de discriminador?,Un sistema que determina si los ejemplos son reales o falsos.
¿Qué es discriminator?,"En la computación, un discriminador es un campo de caracteres diseñado para separar un cierto elemento de otros del mismo identificador."
¿Para qué sirve el impacto dispar?,Es una métrica de evaluación de la equidad que puede ayudar a determinar si su activo produce resultados sesgados.
¿Que se entiende por el disparate impact?,El fenómeno en el que un modelo de aprendizaje automático perjudica desproporcionadamente a ciertos grupos de personas.
¿Qué es destilación de conocimiento?,El proceso de reducir el tamaño de un modelo (conocido como maestro) en un modelo más pequeño (conocido como el alumno) que emula las predicciones del modelo original de la manera más fiel posible.
¿Que se entiende por knowledge distillation?,"Es una técnica de aprendizaje automático que tiene como objetivo transferir los aprendizajes de un modelo grande previamente entrenado, el “modelo docente”, a un “modelo estudiantil” más pequeño."
¿Define data distribution?,La frecuencia y el rango de diferentes valores para una característica o etiqueta dada.
¿Qué es distribución de datos?,Es un modelo matemático que muestra cómo se distribuyen los valores en un conjunto de datos y con qué frecuencia aparece cada valor.
¿Qué es downsampling?,"Es una técnica que reduce la cantidad de datos de un conjunto, eliminando algunos de ellos."
¿Cual es el significado de submuestreo ?,"En el procesamiento de señales digitales, la reducción de muestras, la compresión y la decimación son términos asociados con el proceso de remuestreo en un sistema de procesamiento de señal digital de múltiples tasas."
¿Define la regularización dropout?,Una forma de regularización útil en la capacitación de redes neuronales.
¿Para qué sirve la dropout regularization?,Es una técnica utilizada en redes neuronales para evitar el sobreajuste.
¿Define el modelo dinámico?,Es un modelo que puede adaptarse y cambiar en tiempo real.
¿Cual es el significado de el dynamic model?,Se refieren a la creación de representaciones matemáticas de sistemas físicos que evolucionan con el tiempo
¿Qué es el online learning?,Se refiere a un proceso de aprendizaje dinámico donde el modelo se actualiza de forma incremental a medida que hay nuevos datos disponibles.
¿Cual es el significado de batch inference?,El proceso de inferir predicciones en múltiples ejemplos no etiquetados divididos en subconjuntos más pequeños.
¿Para qué sirve inferencia por lotes?,Es un proceso de aprendizaje automático que utiliza modelos entrenados para analizar grandes cantidades de datos en lotes.
¿Para qué sirve la inferencia fuera de línea?,El proceso de un modelo que genera un lote de predicciones y luego almacenado en caché (ahorre) esas predicciones.
¿Que se entiende por la offline learning?,Se refiere a un proceso de aprendizaje en el que el modelo se entrena en todo el conjunto de datos a la vez.
¿Para qué sirve la ejecución ansiosa?,Un entorno de programación de TensorFlow en el que las operaciones se ejecutan inmediatamente.
¿Que se entiende por la eager execution?,"Es una interfaz imperativa, definida por ejecución, en la que las operaciones se ejecutan inmediatamente a medida que se las llama desde Python"
¿Para qué sirve early stopping?,Un método para la regularización que implica finalizar la capacitación antes de la pérdida de entrenamiento termina disminuyendo.
¿Qué es parada temprana?,"Técnica utilizada en el entrenamiento de las redes neuronales, para la detección de la convergencia del entrenamiento o cuando se está muy cerca de ella."
¿Cual es el significado de la distancia de edición?,"En lingüística computacional e informática, la distancia de edición es una métrica de cadena, i."
¿Qué es la edit distance?,Una medida de cuán similares son dos cadenas de texto entre sí.
¿Para qué sirve la notación de einsum?,"Es una convención de notación que implica la suma de un conjunto de términos indexados en una fórmula, logrando así brevedad."
¿Cual es el significado de la einsum notation?,Suma el producto de los elementos de los operandos de entrada a lo largo de las dimensiones especificadas utilizando una notación basada en la convención de suma de Einstein.
¿Para qué sirve la capa de incrustación?,Una capa oculta especial que entrena en una característica categórica de alta dimensión para aprender gradualmente un vector de incrustación de menor dimensión.
¿Qué es la embedding layer?,Es una capa de red neuronal que transforma datos categóricos (como palabras) en espacios vectoriales densos y continuos donde los elementos similares están más cerca unos de otros.
¿Cual es el significado de el embedding space?,Se asigna el espacio vectorial D-dimensional que aparece desde un espacio vectorial dimensional superior.
¿Define el espacio de inserción?,Es un espacio matemático que representa datos como vectores.
¿Que se entiende por minimización del riesgo empírico (erm)?,Elegir la función que minimiza la pérdida en el conjunto de entrenamiento.
¿Que se entiende por ensemble models?,Una colección de modelos entrenados de forma independiente cuyas predicciones se promedian o se agregan.
¿Define conjunto de modelos?,Son un enfoque de aprendizaje automático que combina múltiples modelos individuales (conocidos como estimadores base) en el proceso de predicción
¿Define el ambiente?,"En el aprendizaje de refuerzo, el mundo que contiene al agente y permite al agente observar el estado del mundo."
¿Para qué sirve el environment?,"En el aprendizaje de refuerzo, el mundo circundante alrededor del agente, que no es parte del agente en sí."
¿Qué es un episode?,"En el aprendizaje de refuerzo, cada uno de los repetidos intentos del agente de aprender un entorno."
¿Cual es el significado de un episodio?,"En el aprendizaje de refuerzo, el episodio es el registro de acciones y estados que un agente realizó desde un estado inicial hasta un estado final."
¿Que se entiende por un epoch?,Un pase de entrenamiento completo sobre todo el conjunto de capacitación de tal manera que cada ejemplo se haya procesado una vez.
¿Cual es el significado de un época?,Se refiere a una iteración completa de entrenamiento de un modelo de aprendizaje automático en un conjunto de datos
¿Qué es la política codiciosa de epsilon?,"En el aprendizaje de refuerzo, una política que sigue una política aleatoria con la probabilidad de Epsilon o una política codiciosa de lo contrario."
¿Para qué sirve la epsilon greedy policy?,Es un método simple para equilibrar la exploración y la explotación eligiendo entre exploración y explotación al azar.
¿Que se entiende por la igualdad de oportunidades?,Una métrica de equidad para evaluar si un modelo predice el resultado deseable igualmente bien para todos los valores de un atributo sensible.
¿Qué es las probabilidades igualadas?,"Las probabilidades igualadas, también conocidas como la igualdad de precisión del procedimiento condicional y el maltrato dispar, es una medida de equidad en el aprendizaje automático."
¿Cual es el significado de las equalized odds?,Una métrica de equidad para evaluar si un modelo predice los resultados igualmente bien para todos los valores de un atributo sensible con respecto tanto a la clase positiva como a la clase negativa.
¿Que se entiende por un estimador?,Desempeña un papel importante en los procesos de entrenamiento y predicción al estimar las relaciones entre las características de entrada y las etiquetas de salida.
¿Qué es un estimator?,Es el uso de técnicas de análisis estadístico para encontrar parámetros que probablemente expliquen los datos observados.
¿Qué es la evaluación de modelo?,El proceso de medir la calidad de un modelo o comparar diferentes modelos entre sí.
¿Que se entiende por la model evaluation?,Es el proceso de evaluar el rendimiento de un modelo de aprendizaje automático.
¿Cual es el significado de un example?,"Un ejemplo sirve para explicar o ilustrar una afirmación general, o para proporcionar un caso particular que hace de modelo para el caso general."
¿Qué es un ejemplo?,Los valores de una fila de características y posiblemente una etiqueta.
¿Que se entiende por reproducción de experiencia?,"En el aprendizaje de refuerzo, una técnica DQN utilizada para reducir las correlaciones temporales en los datos de capacitación."
¿Que se entiende por el exploding gradient problem?,"En el aprendizaje automático, el problema de gradiente de fuga es el problema de las magnitudes de gradiente muy divergentes entre las capas anteriores y posteriores que se encuentran al entrenar redes neuronales con backpropagation."
¿Qué es el problema de gradiente explosivo?,La tendencia de los gradientes en redes neuronales profundas (especialmente redes neuronales recurrentes) a volverse sorprendentemente pronunciada (alta).
¿Que se entiende por el f1 score?,Una métrica de clasificación binaria que se basa tanto en la precisión como en el recuerdo.
¿Define el métricaf1?,Es una métrica que mide la precisión de un modelo de clasificación binaria
¿Que se entiende por la factuality?,Una propiedad que describe un modelo cuyo resultado se basa en la realidad.
¿Qué es la factualidad?,Se refiere a la precisión de la información producida por los sistemas de IA.
¿Qué es la justicia métrica?,"son herramientas fundamentales para identificar, medir y reducir el sesgo en los sistemas de IA al introducir una noción de equidad."
¿Define la fairness metric?,Se refiere a los diversos intentos de corregir el sesgo algorítmico en los procesos de decisión automatizados basados en modelos de aprendizaje automático.
¿Para qué sirve false negative rate?,Es el porcentaje de veces que el modelo clasifica incorrectamente una muestra positiva como negativa.
¿Cual es el significado de tasa de falsos negativos?,La proporción de ejemplos positivos reales para los cuales el modelo predijo por error la clase negativa.
¿Para qué sirve la tasa de falsos positivos?,La proporción de ejemplos negativos reales para los cuales el modelo predijo por error la clase positiva.
¿Que se entiende por la false positive rate?,Es una métrica que mide la frecuencia con la que un modelo predice incorrectamente algo como positivo.
¿Define característica?,Es una propiedad medible de un conjunto de datos que se utiliza como entrada para modelos de aprendizaje automático.
¿Qué es feature?,Rs una propiedad individual medible de un conjunto de datos.
¿Cual es el significado de característica cruzada?,Una característica sintética formada por características categóricas o cubiertas de cruce.
¿Para qué sirve cross feature?,Se crean cruzando (tomando el producto cartesiano de) dos o más características categóricas o agrupadas del conjunto de datos.
¿Que se entiende por feature engineering?,Selección y transformación de variables relevantes para mejorar el modelo.
¿Define ingeniería de características?,Es el proceso de crear nuevas características o transformar características existentes para mejorar el rendimiento de un modelo de aprendizaje automático.
¿Que se entiende por la importancia de características?,Es una medida de que tan importante o relevante para el modelo es una determinada feature a la hora de realizar la predicción.
¿Cual es el significado de la feature importances?,Mide qué impacto tiene cada característica en el objetivo
¿Define un feature set?,El grupo de características de su modelo de aprendizaje automático entrena.
¿Para qué sirve feature specs?,Describe la información requerida para extraer las características de los datos del TF.
¿Define especificación de características?,"Son todas las columnas, atributos o características que utilizará para modelar su problema, excluyendo la variable de destino."
¿Para qué sirve un vector de características?,La matriz de valores de características que comprende un ejemplo.
¿Que se entiende por un feature vector?,Representan características utilizadas por los modelos de aprendizaje automático en valores numéricos multidimensionales.
¿Cual es el significado de featurization?,"El proceso de extraer características de AnInput Source, como un documento o video, y mapeo de esas características en un vector de características."
¿Que se entiende por caracterización?,Es el proceso para convertir diversas formas de datos en datos numéricos que pueden usarse para algoritmos básicos de aprendizaje automático.
¿Para qué sirve federated learning?,"Es una técnica de aprendizaje automático en un entorno donde múltiples entidades (a menudo llamadas clientes) capacitan en colaboración un modelo mientras mantienen sus datos descentralizados, en lugar de almacenarse centralmente."
¿Define aprendizaje federado?,Un enfoque de aprendizaje automático distribuido que entrena modelos de aprendizaje automático que utilizan ejemplos descentralizados que residen en dispositivos como teléfonos inteligentes.
¿Que se entiende por el bucle de retroalimentación?,"En el aprendizaje automático, una situación en la que las predicciones de un modelo influyen en los datos de entrenamiento para el mismo modelo u otro modelo."
¿Cual es el significado de el feedback loop?,Es un proceso que permite que los sistemas de IA aprendan y mejoren con el tiempo.
¿Qué es el closed-loop learning?,Describe el proceso de aprovechar los resultados de un sistema de IA y las acciones correspondientes del usuario final para volver a entrenar y mejorar los modelos a lo largo del tiempo.
¿Que se entiende por red neuronal de propagación hacia adelante?,Una red neuronal sin conexiones cíclicas o recursivas.
¿Para qué sirve feedforward neural network?,Es una red neuronal artificial donde las conexiones entre las unidades no forman un ciclo.
¿Cual es el significado de ffn?," Es una red neuronal en la que la información fluye en una sola dirección, desde la entrada hasta la salida, sin bucles ni conexiones hacia atrás."
¿Cual es el significado de los pocos aprendizaje de disparos?,Es una técnica de aprendizaje automático que permite a los modelos de IA aprender a hacer predicciones precisas con solo unos pocos ejemplos etiquetados
¿Que se entiende por los few shot learning?,
¿Para qué sirve los pocos indicadores de disparos?,"Un mensaje que contiene más de un ejemplo (unos ""pocos"") que demuestre cómo debería responder el modelo de lenguaje grande."
¿Cual es el significado de los few shot prompting?,Es un marco de aprendizaje automático en el que un modelo de IA aprende a hacer predicciones precisas entrenándose con una cantidad muy pequeña de ejemplos etiquetados
¿Define un violin plot?,Es una representación gráfica que muestra la distribución de datos numéricos.
¿Que se entiende por un gráfico de violín?,Es una herramienta útil para comparar la distribución de datos entre grupos o categorías.
¿Que se entiende por fine tuning?,Un segundo pase de entrenamiento específico de tareas realizado en un modelo previamente capacitado para refinar sus parámetros para un caso de uso específico.
¿Qué es sintonia fina?,Es el proceso de adaptar un modelo previamente entrenado para tareas o casos de uso específicos.
¿Define el aprendizaje por transferencia?,Transfer Learning (TL) es una técnica en el aprendizaje automático (ML) en la que el conocimiento aprendido de una tarea se reutiliza para aumentar el rendimiento en una tarea relacionada.
¿Que se entiende por el transfer learning?,Transferir información de una tarea de aprendizaje automático a otra.
¿Para qué sirve transformación de funciones?,Una función que toma una función como entrada y devuelve una función transformada como salida.
¿Qué es Generative adversarial network?,Abreviatura de la red adversaria generativa.
¿Cual es el significado de red generativa adversativa?,"Crean nuevas instancias de datos que se asemejan a los datos de entrenamiento. Por ejemplo, pueden crear imágenes sinteticas que parecen fotografías de rostros humanos."
¿Define gan?,"Algoritmos de inteligencia artificial que se utilizan en el aprendizaje no supervisado, implementadas por un sistema de dos redes neuronales que compiten mutuamente en una especie de juego de suma cero."
¿Para qué sirve la generalización?,La capacidad de un modelo para hacer predicciones correctas en datos nuevos y previamente invisibles.
¿Cual es el significado de la generalization?,La capacidad de los sistemas de IA de aplicar y/o extrapolar su conocimiento a nuevos datos que podrían diferir de los datos de entrenamiento originales
¿Que se entiende por la generalization curve?,Es un gráfico que muestra cómo funciona un modelo de aprendizaje automático en conjuntos de datos de entrenamiento y validación.
¿Para qué sirve la curva de generalización?,Es una representación gráfica que ilustra el rendimiento de un modelo de ML en los conjuntos de datos de entrenamiento y validación trazados en función de la complejidad y la cantidad de datos utilizados para el entrenamiento.
¿Qué es un generalized linear model?,"En estadísticas, un modelo lineal generalizado (GLM) es una generalización flexible de la regresión lineal ordinaria."
¿Cual es el significado de un modelo lineal generalizado?,Son una clase de modelos de regresión que se pueden utilizar para modelar una amplia gama de relaciones entre una variable de respuesta y una o más variables predictoras.
¿Que se entiende por un glm?,Es una generalización flexible de la regresión lineal ordinaria que permite variables de respuesta que tienen modelos de distribución de errores distintos de una distribución normal
¿Que se entiende por la ia generativa?,Un campo transformador emergente sin definición formal.
¿Define la generative ai?,Es un tipo de IA que puede crear contenido nuevo
¿Para qué sirve la generative model?,"Es un tipo de IA que puede crear nuevos contenidos e ideas, incluidas conversaciones, historias, imágenes, vídeos y música."
¿Que se entiende por un generador?,El subsistema dentro de una red adversaria generativa que crea nuevos ejemplos.
¿Qué es la impureza de gini?,Es una medida que se utiliza para calcular la probabilidad de clasificar erróneamente un elemento de un conjunto de datos
¿Para qué sirve la gini impurity?,Es una medida que se utiliza para generar árboles de clasificación
¿Qué es un conjunto de datos dorado?,Un conjunto de datos curados manualmente que captura la verdad del suelo.
¿Cual es el significado de un golden dataset?,"Es una fuente de información única, bien definida y confiable que las empresas suelen utilizar para la toma de decisiones y el análisis."
¿Define un generative pre trained transformer?,Una familia de modelos de idiomas grandes basados en transformadores desarrollados por OpenAI.
¿Que se entiende por un transformador generativo preentrenado?,"Son un tipo de inteligencia artificial (IA) que puede crear textos, imágenes y más con apariencia humana."
¿Para qué sirve un gpt?,Son una familia de grandes modelos de lenguaje (LLM) basados en una arquitectura de aprendizaje profundo de transformadores. Desarrollados por OpenAI.
¿Define la acumulación de gradiente?,Una técnica de backpropagation que actualiza los parámetros solo una vez por época en lugar de una vez por iteración.
¿Que se entiende por la gradient accumulation?,Es una técnica utilizada para entrenar redes neuronales cuando hay una memoria GPU limitada.
¿Cual es el significado de un minibatch?,Es un subconjunto de muestras que se utiliza en el aprendizaje profundo para actualizar los parámetros de un modelo.
¿Define un minilote?,se refiere a dividir los datos de entrenamiento en subconjuntos o lotes más pequeños durante el proceso de entrenamiento.
¿Que se entiende por gradient descent?,Una técnica matemática para minimizar la pérdida.
¿Qué es descenso de gradiente?,El descenso de gradiente es un método para la optimización matemática sin restricciones.
¿Para qué sirve mini-batch stochastic gradient descent?,Divide el conjunto de datos de entrenamiento en lotes pequeños y realiza actualizaciones en cada uno de esos lotes.
¿Cual es el significado de descenso de gradientes estocástico de minilotes?,Un algoritmo de descenso de gradiente que usa mini lotes.
¿Qué es mini descenso de gradiente estocástico de lotes?,Un algoritmo de descenso de gradiente que usa mini lotes.
¿Que se entiende por mini batch stochastic gradient descent?,Divide el conjunto de datos de entrenamiento en lotes pequeños y realiza actualizaciones en cada uno de esos lotes.
¿Qué es un chart?,"Es una representación visual de datos que permite identificar patrones, tendencias y relaciones."
¿Cual es el significado de un gráfico?,"Permiten visualizar los datos utilizando diferentes tipos de gráficos, por ejemplo, gráfico de barras, gráficos circulares, mapas térmicos, entre otro"
¿Cual es el significado de el grafo de tensorflow?,"Estructuras de datos que contienen un conjunto de objetos de operación tf, que representan unidades de cálculo; y objetos tensoriales tf."
¿Define un grafo?,Es una estructura que se compone de vértices y aristas que los conectan.
¿Que se entiende por un graph?,"Es un conjunto de objetos llamados vértices o nodos unidos por enlaces llamados aristas o arcos, que permiten representar relaciones binarias entre elementos de un conjunto"
¿Para qué sirve la ejecución de grafos?,Un entorno de programación TensorFlow en el que el programa construye primero un grafo y luego ejecuta todo o parte de ese grafo.
¿Que se entiende por la graph execution?,Es el proceso de realizar cálculos definidos en un grafo.
¿Cual es el significado de la política codiciosa?,"En el aprendizaje de refuerzo, una política que siempre elige la acción con el mayor rendimiento esperado."
¿Que se entiende por la greedy policy?,Un algoritmo codicioso es cualquier algoritmo que siga la heurística de resolución de problemas de hacer la decisión localmente óptima en cada etapa.
¿Define la ground truth?,"Se refiere a datos verdaderos y verificados utilizados para entrenar, validar y probar modelos de inteligencia artificial (IA)."
¿Cual es el significado de la verdad fundamental?,"Se refiere a la salida o etiqueta real y correcta asociada con un conjunto de datos, utilizada como referencia para entrenar y evaluar modelos."
¿Qué es el sesgo de atribución de grupo?,Es una tendencia a generalizar lo que es cierto de los individuos a todo el grupo al que pertenecen.
¿Qué es el metodo heurístico?,Una solución simple e implementada rápidamente para un problema.
¿Para qué sirve el heuristic method?,Es un tipo de inteligencia artificial (IA) que utiliza reglas generales para resolver problemas.
¿Qué es capa oculta?,"En las redes neuronales artificiales, una capa oculta es una capa de neuronas artificiales que no es una capa de aninput ni una capa de salida."
¿Que se entiende por hidden layer?,Una capa en una red neuronal entre la capa de entrada (las características) y la capa de salida (la predicción).
¿Para qué sirve la escalada?,Un algoritmo para mejorar iterativamente (caminar cuesta arriba) un modelo ML hasta que el modelo deje de mejorar (llega a la cima de una colina).
¿Que se entiende por la hill climbing?,"En el análisis numérico, Hill Climbing es una técnica de optimización matemática que pertenece a la familia de la búsqueda local."
¿Que se entiende por la pérdida de hinge?,"Una familia de pérdidas funciona para la clasificación diseñada para encontrar el límite de decisión lo más distante posible de cada ejemplo de capacitación, maximizando así el margen entre los ejemplos y el límite."
¿Para qué sirve la hinge loss?,"En el aprendizaje automático, la pérdida de bisagra es una función de pérdida utilizada para los clasificadores de entrenamiento."
¿Qué es historical bias?,Un tipo de sesgo que ya existe en el mundo y ha llegado a un conjunto de datos.
¿Cual es el significado de sesgo histórico?,"Ocurre cuando estereotipos obsoletos y patrones de discriminación se incorporan al conjunto de datos de entrenamiento del algoritmo, lo que hace que la IA replique y refuerce estos sesgos en nuevos contextos."
¿Cual es el significado de holdout data?,Ejemplos intencionalmente no usados (retenido) durante el entrenamiento.
¿Qué es datos de retención?,Se refiere a una parte de datos históricos etiquetados que se conservan fuera de los conjuntos de datos utilizados para entrenar y validar modelos de aprendizaje automático supervisado.
¿Qué es la evaluación humana?,Un proceso en el que las personas juzgan la calidad de la producción de un modelo ML.
¿Define la human evaluation?,"Es el proceso de utilizar humanos para evaluar la calidad, la confiabilidad y el impacto de los resultados de la IA."
¿Define un hyperparameter?,Las variables que se ajustan durante las ejecuciones sucesivas de capacitación de un modelo.
¿Que se entiende por un hiperparámetro?,Es una variable que se configura antes de entrenar un modelo de aprendizaje automático
¿Para qué sirve un hiperplano?,Un límite que separa un espacio en dos subespacios.
¿Define un hyperplane?,"Es un límite decisivo crucial que divide el espacio de entrada en dos o más secciones, y cada sección corresponde a una clase o etiqueta de salida única."
¿Qué es iid?,Se refiere a variables aleatorias que son independientes entre sí y que tienen la misma distribución de probabilidad.
¿Cual es el significado de independiente e idénticamente distribuido?,Una colección de variables aleatorias es independiente y se distribuye de manera idéntica
¿Define el image recognition?,"Es una aplicación del aprendizaje automático que permite que el software y los dispositivos identifiquen objetos, lugares, personas, escritos y acciones en imágenes o vídeos digitales."
¿Cual es el significado de el reconocimiento de imágenes?,"Permite a las máquinas identificar objetos, personas, entidades y otras variables en imágenes"
¿Qué es el reconocimiento óptico de caracteres?,"Proceso dirigido a la digitalización de textos, los cuales identifican automáticamente a partir de una imagen símbolos o caracteres para luego almacenarlos en forma de datos."
¿Cual es el significado de el ocr?,Es el proceso que convierte una imagen de texto en un formato de texto legible por máquina.
¿Cual es el significado de la imputación?,Es el proceso de reemplazar los datos faltantes con valores sustituidos.
¿Define la imputation?,Es un proceso que reemplaza los valores faltantes en un conjunto de datos con valores estimados.
¿Cual es el significado de incompatibility of fairness metrics?,La idea de que algunas nociones de justicia son mutuamente incompatibles y no pueden satisfacerse simultáneamente.
